geo_id,day,cases_weekly
co,20201123,49671
co,20201130,59959
co,20201207,62727
co,20201214,54671
co,20201221,92293
co,20201228,85740
cr,20200309,5
cr,20200316,30
cr,20200323,99
cr,20200330,180
cr,20200406,140
cr,20200413,141
cr,20200420,65
cr,20200427,35
cr,20200504,44
cr,20200511,53
cr,20200518,71
cr,20200525,67
cr,20200601,126
cr,20200608,262
cr,20200615,397
cr,20200622,498
cr,20200629,917
cr,20200706,1866
cr,20200713,2600
cr,20200720,3518
cr,20200727,4115
cr,20200803,3746
cr,20200810,4311
cr,20200817,5179
cr,20200824,5355
cr,20200831,5879
cr,20200907,7221
cr,20200914,8534
cr,20200921,8258
cr,20200928,8337
cr,20201005,7133
cr,20201012,8257
cr,20201019,8075
cr,20201026,7574
cr,20201102,6883
cr,20201109,6392
cr,20201116,6860
cr,20201123,6195
cr,20201130,7675
cr,20201207,6592
cr,20201214,9484
cr,20201221,6724
cr,20201228,5869
cu,20200323,35
cu,20200330,104
cu,20200406,181
cu,20200413,349
cu,20200420,366
cu,20200427,334
cu,20200504,280
cu,20200511,117
cu,20200518,106
cu,20200525,69
cu,20200601,104
cu,20200608,146
cu,20200615,57
cu,20200622,64
cu,20200629,20
cu,20200706,40
cu,20200713,54
cu,20200720,20
cu,20200727,49
cu,20200803,151
cu,20200810,307
cu,20200817,363
cu,20200824,366
cu,20200831,291
cu,20200907,336
cu,20200914,375
cu,20200921,407
cu,20200928,366
cu,20201005,352
cu,20201012,169
cu,20201019,242
cu,20201026,346
cu,20201102,369
cu,20201109,362
cu,20201116,293
cu,20201123,256
cu,20201130,387
cu,20201207,549
cu,20201214,641
cu,20201221,819
cu,20201228,1192
cv,20200323,3
cv,20200330,2
cv,20200406,2
cv,20200413,3
cv,20200420,51
cv,20200427,45
cv,20200504,59
cv,20200511,81
cv,20200518,82
cv,20200525,52
cv,20200601,55
cv,20200608,119
cv,20200615,196
cv,20200622,140
cv,20200629,265
cv,20200706,296
cv,20200713,247
cv,20200720,345
cv,20200727,264
cv,20200803,240
cv,20200810,311
cv,20200817,321
cv,20200824,330
cv,20200831,343
cv,20200907,478
cv,20200914,483
cv,20200921,444
cv,20200928,514
cv,20201005,589
cv,20201012,712
cv,20201019,680
cv,20201026,644
cv,20201102,452
cv,20201109,521
cv,20201116,453
cv,20201123,454
cv,20201130,250
cv,20201207,537
cv,20201214,294
cv,20201221,222
cv,20201228,144
cw,20200330,9
cw,20200406,2
cw,20200413,3
cw,20200420,0
cw,20200427,2
cw,20200504,0
cw,20200511,0
cw,20200518,0
cw,20200525,1
cw,20200601,2
cw,20200608,2
cw,20200615,1
cw,20200622,1
cw,20200629,1
cw,20200706,1
cw,20200713,0
cw,20200720,3
cw,20200727,1
cw,20200803,0
cw,20200810,2
cw,20200817,3
cw,20200824,9
cw,20200831,14
cw,20200907,35
cw,20200914,65
cw,20200921,111
cw,20200928,92
cw,20201005,92
cw,20201012,131
cw,20201019,161
cw,20201026,114
cw,20201102,129
cw,20201109,110
cw,20201116,243
cw,20201123,409
cw,20201130,615
cw,20201207,772
cw,20201214,488
cw,20201221,350
cw,20201228,177
cy,20200316,30
cy,20200323,65
cy,20200330,119
cy,20200406,232
cy,20200413,187
cy,20200420,134
cy,20200427,50
cy,20200504,55
cy,20200511,26
cy,20200518,18
cy,20200525,19
cy,20200601,9
cy,20200608,20
cy,20200615,19
cy,20200622,3
cy,20200629,8
cy,20200706,9
cy,20200713,18
cy,20200720,17
cy,20200727,19
cy,20200803,93
cy,20200810,92
cy,20200817,90
cy,20200824,89
cy,20200831,66
cy,20200907,22
cy,20200914,17
cy,20200921,74
cy,20200928,96
cy,20201005,128
cy,20201012,162
cy,20201019,658
cy,20201026,901
cy,20201102,1018
cy,20201109,1424
cy,20201116,1191
cy,20201123,1465
cy,20201130,1740
cy,20201207,2068
cy,20201214,2650
cy,20201221,2587
cy,20201228,1969
cz,20200106,0
cz,20200113,0
cz,20200120,0
cz,20200127,0
cz,20200203,0
cz,20200210,0
cz,20200217,0
cz,20200224,0
cz,20200302,3
cz,20200309,29
cz,20200316,266
cz,20200323,867
cz,20200330,1664
cz,20200406,1758
cz,20200413,1404
cz,20200420,796
cz,20200427,617
cz,20200504,377
cz,20200511,342
cz,20200518,352
cz,20200525,482
cz,20200601,316
cz,20200608,355
cz,20200615,396
cz,20200622,474
cz,20200629,1105
cz,20200706,912
cz,20200713,659
cz,20200720,771
cz,20200727,1379
cz,20200803,1476
cz,20200810,1555
cz,20200817,1657
cz,20200824,1911
cz,20200831,2444
cz,20200907,3789
cz,20200914,8032
cz,20200921,13052
cz,20200928,15357
cz,20201005,17849
cz,20201012,34664
cz,20201019,56775
cz,20201026,84212
cz,20201102,83547
cz,20201109,73184
cz,20201116,45288
cz,20201123,32147
cz,20201130,27460
cz,20201207,27110
cz,20201214,34246
cz,20201221,46444
cz,20201228,46817
de,20200106,0
de,20200113,0
de,20200120,0
de,20200127,0
de,20200203,9
de,20200210,4
de,20200217,2
de,20200224,0
de,20200302,114
de,20200309,773
de,20200316,3936
de,20200323,19936
de,20200330,32524
de,20200406,38093
de,20200413,27625
de,20200420,18656
de,20200427,13521
de,20200504,7982
de,20200511,6400
de,20200518,5122
de,20200525,3873
de,20200601,3245
de,20200608,2378
de,20200615,2268
de,20200622,3898
de,20200629,3402
de,20200706,2793
de,20200713,2409
de,20200720,2860
de,20200727,3786
de,20200803,4793
de,20200810,5925
de,20200817,7687
de,20200824,9561
de,20200831,8806
de,20200907,8418
de,20200914,9556
de,20200921,11982
de,20200928,12995
de,20201005,15287
de,20201012,24712
de,20201019,40968
de,20201026,71567
de,20201102,107161
de,20201109,126841
de,20201116,129459
de,20201123,127806
de,20201130,124736
de,20201207,129785
de,20201214,153424
de,20201221,173574
de,20201228,141182
dj,20200323,1
dj,20200330,18
dj,20200406,40
dj,20200413,155
dj,20200420,632
dj,20200427,177
dj,20200504,89
dj,20200511,98
dj,20200518,191
dj,20200525,869
dj,20200601,1084
dj,20200608,853
dj,20200615,258
dj,20200622,117
dj,20200629,61
dj,20200706,149
dj,20200713,180
dj,20200720,39
dj,20200727,39
dj,20200803,111
dj,20200810,183
dj,20200817,25
dj,20200824,13
dj,20200831,3
dj,20200907,3
dj,20200914,7
dj,20200921,8
dj,20200928,6
dj,20201005,10
dj,20201012,4
dj,20201019,36
dj,20201026,77
dj,20201102,27
dj,20201109,45
dj,20201116,41
dj,20201123,19
dj,20201130,9
dj,20201207,24
dj,20201214,27
dj,20201221,53
dj,20201228,32
dk,20200106,0
dk,20200113,0
dk,20200120,0
dk,20200127,0
dk,20200203,0
dk,20200210,0
dk,20200217,0
dk,20200224,0
dk,20200302,4
dk,20200309,34
dk,20200316,837
dk,20200323,520
dk,20200330,1000
dk,20200406,1974
dk,20200413,1805
dk,20200420,1210
dk,20200427,1191
dk,20200504,948
dk,20200511,906
dk,20200518,498
dk,20200525,433
dk,20200601,309
dk,20200608,279
dk,20200615,245
dk,20200622,198
dk,20200629,284
dk,20200706,157
dk,20200713,114
dk,20200720,227
dk,20200727,265
dk,20200803,351
dk,20200810,653
dk,20200817,1175
dk,20200824,510
dk,20200831,573
dk,20200907,847
dk,20200914,1669
dk,20200921,2631
dk,20200928,4790
dk,20201005,3043
dk,20201012,2742
dk,20201019,2970
dk,20201026,4964
dk,20201102,6943
dk,20201109,7822
dk,20201116,7015
dk,20201123,8349
dk,20201130,8867
dk,20201207,11251
dk,20201214,19155
dk,20201221,24676
dk,20201228,21392
dm,20200323,1
dm,20200330,10
dm,20200406,3
dm,20200413,2
dm,20200420,0
dm,20200427,0
dm,20200504,0
dm,20200511,0
dm,20200518,0
dm,20200525,0
dm,20200601,0
dm,20200608,2
dm,20200615,0
dm,20200622,0
dm,20200629,0
dm,20200706,0
dm,20200713,0
dm,20200720,0
dm,20200727,0
dm,20200803,0
dm,20200810,0
dm,20200817,0
dm,20200824,1
dm,20200831,1
dm,20200907,0
dm,20200914,4
dm,20200921,0
dm,20200928,0
dm,20201005,7
dm,20201012,1
dm,20201019,1
dm,20201026,5
dm,20201102,4
dm,20201109,0
dm,20201116,26
dm,20201123,9
dm,20201130,8
dm,20201207,0
dm,20201214,3
dm,20201221,4
dm,20201228,0
do,20200106,0
do,20200113,0
do,20200120,0
do,20200127,0
do,20200203,0
do,20200210,0
do,20200217,0
do,20200224,0
do,20200302,1
do,20200309,1
do,20200316,9
do,20200323,191
do,20200330,657
do,20200406,886
do,20200413,1222
do,20200420,1713
do,20200427,1455
do,20200504,1819
do,20200511,2393
do,20200518,1967
do,20200525,2108
do,20200601,2863
do,20200608,2315
do,20200615,3362
do,20200622,3715
do,20200629,4696
do,20200706,6052
do,20200713,7107
do,20200720,8323
do,20200727,10053
do,20200803,9335
do,20200810,7489
do,20200817,6577
do,20200824,4852
do,20200831,3080
do,20200907,5092
do,20200914,4327
do,20200921,4629
do,20200928,3097
do,20201005,3094
do,20201012,3997
do,20201019,2870
do,20201026,3180
do,20201102,2805
do,20201109,2850
do,20201116,3542
do,20201123,4686
do,20201130,5063
do,20201207,4980
do,20201214,6239
do,20201221,6360
do,20201228,6353
dz,20200106,0
dz,20200113,0
dz,20200120,0
dz,20200127,0
dz,20200203,0
dz,20200210,0
dz,20200217,0
dz,20200224,0
dz,20200302,3
dz,20200309,17
dz,20200316,28
dz,20200323,153
dz,20200330,310
dz,20200406,809
dz,20200413,594
dz,20200420,715
dz,20200427,753
dz,20200504,1092
dz,20200511,1249
dz,20200518,1296
dz,20200525,1287
dz,20200601,1088
dz,20200608,760
dz,20200615,765
dz,20200622,852
dz,20200629,1502
dz,20200706,2668
dz,20200713,3254
dz,20200720,3889
dz,20200727,4273
dz,20200803,4108
dz,20200810,3749
dz,20200817,3369
dz,20200824,2877
dz,20200831,2686
dz,20200907,2218
dz,20200914,1890
dz,20200921,1572
dz,20200928,1241
dz,20201005,1069
dz,20201012,936
dz,20201019,1330
dz,20201026,1741
dz,20201102,2129
dz,20201109,3779
dz,20201116,5628
dz,20201123,7183
dz,20201130,7359
dz,20201207,6031
dz,20201214,3850
dz,20201221,3101
dz,20201228,3428
ec,20200106,0
ec,20200113,0
ec,20200120,0
ec,20200127,0
ec,20200203,0
ec,20200210,0
ec,20200217,0
ec,20200224,0
ec,20200302,6
ec,20200309,8
ec,20200316,23
ec,20200323,752
ec,20200330,1101
ec,20200406,1756
ec,20200413,3820
ec,20200420,2002
ec,20200427,13251
ec,20200504,6819
ec,20200511,21
ec,20200518,3623
ec,20200525,3574
ec,20200601,2342
ec,20200608,4022
ec,20200615,3631
ec,20200622,3889
ec,20200629,4615
ec,20200706,6703
ec,20200713,5912
ec,20200720,6143
ec,20200727,6681
ec,20200803,5830
ec,20200810,7935
ec,20200817,7083
ec,20200824,6227
ec,20200831,5879
ec,20200907,-3864
ec,20200914,8810
ec,20200921,7825
ec,20200928,8328
ec,20201005,6287
ec,20201012,5999
ec,20201019,6256
ec,20201026,8346
ec,20201102,7559
ec,20201109,5713
ec,20201116,5388
ec,20201123,5348
ec,20201130,6474
ec,20201207,5881
ec,20201214,4112
ec,20201221,4219
ec,20201228,3429
ee,20200106,0
ee,20200113,0
ee,20200120,0
ee,20200127,0
ee,20200203,0
ee,20200210,0
ee,20200217,0
ee,20200224,0
ee,20200302,1
ee,20200309,9
ee,20200316,161
ee,20200323,155
ee,20200330,353
ee,20200406,418
ee,20200413,212
ee,20200420,219
ee,20200427,115
ee,20200504,57
ee,20200511,39
ee,20200518,35
ee,20200525,49
ee,20200601,46
ee,20200608,70
ee,20200615,34
ee,20200622,8
ee,20200629,6
ee,20200706,6
ee,20200713,21
ee,20200720,7
ee,20200727,13
ee,20200803,45
ee,20200810,73
ee,20200817,38
ee,20200824,82
ee,20200831,101
ee,20200907,142
ee,20200914,161
ee,20200921,248
ee,20200928,276
ee,20201005,407
ee,20201012,258
ee,20201019,213
ee,20201026,333
ee,20201102,574
ee,20201109,1140
ee,20201116,1512
ee,20201123,2087
ee,20201130,2328
ee,20201207,2926
ee,20201214,3077
ee,20201221,3739
ee,20201228,4014
eg,20200106,0
eg,20200113,0
eg,20200120,0
eg,20200127,0
eg,20200203,0
eg,20200210,0
eg,20200217,1
eg,20200224,0
eg,20200302,1
eg,20200309,47
eg,20200316,61
eg,20200323,184
eg,20200330,282
eg,20200406,494
eg,20200413,995
eg,20200420,1079
eg,20200427,1175
eg,20200504,2146
eg,20200511,2935
eg,20200518,2829
eg,20200525,5036
eg,20200601,7720
eg,20200608,9094
eg,20200615,10519
eg,20200622,10635
eg,20200629,9955
eg,20200706,10065
eg,20200713,6817
eg,20200720,5705
eg,20200727,4287
eg,20200803,2421
eg,20200810,1009
eg,20200817,983
eg,20200824,762
eg,20200831,1490
eg,20200907,1136
eg,20200914,1146
eg,20200921,1006
eg,20200928,825
eg,20201005,843
eg,20201012,704
eg,20201019,1037
eg,20201026,1116
eg,20201102,1196
eg,20201109,1465
eg,20201116,1566
eg,20201123,2260
eg,20201130,2514
eg,20201207,2891
eg,20201214,3143
eg,20201221,3980
eg,20201228,6986
eh,20200427,6
eh,20200504,0
eh,20200511,0
eh,20200518,0
eh,20200525,0
eh,20200601,17
eh,20200608,0
eh,20200615,0
eh,20200622,2
eh,20200629,183
eh,20200706,311
eh,20200713,0
eh,20200720,247
eh,20200727,0
eh,20200803,0
eh,20200810,0
eh,20200817,0
eh,20200824,0
eh,20200831,0
eh,20200907,0
eh,20200914,0
eh,20200921,0
eh,20200928,0
eh,20201005,0
eh,20201012,0
eh,20201019,0
eh,20201026,0
eh,20201102,0
eh,20201109,0
eh,20201116,0
eh,20201123,0
eh,20201130,0
eh,20201207,0
eh,20201214,0
eh,20201221,0
eh,20201228,0
el,20200106,0
el,20200113,0
el,20200120,0
el,20200127,0
el,20200203,0
el,20200210,0
el,20200217,0
el,20200224,0
el,20200302,7
el,20200309,66
el,20200316,258
el,20200323,293
el,20200330,532
el,20200406,579
el,20200413,379
el,20200420,121
el,20200427,271
el,20200504,120
el,20200511,90
el,20200518,118
el,20200525,44
el,20200601,39
el,20200608,80
el,20200615,124
el,20200622,145
el,20200629,110
el,20200706,143
el,20200713,284
el,20200720,204
el,20200727,186
el,20200803,469
el,20200810,961
el,20200817,1452
el,20200824,1589
el,20200831,1470
el,20200907,1390
el,20200914,1716
el,20200921,1902
el,20200928,2302
el,20201005,2398
el,20201012,2516
el,20201019,3012
el,20201026,5412
el,20201102,10147
el,20201109,15769
el,20201116,17507
el,20201123,17414
el,20201130,12608
el,20201207,11244
el,20201214,9063
el,20201221,6538
el,20201228,4859
er,20200323,1
er,20200330,11
er,20200406,17
er,20200413,5
er,20200420,5
er,20200427,0
er,20200504,0
er,20200511,0
er,20200518,0
er,20200525,0
er,20200601,0
er,20200608,2
er,20200615,55
er,20200622,47
er,20200629,48
er,20200706,24
er,20200713,17
er,20200720,19
er,20200727,12
er,20200803,16
er,20200810,6
er,20200817,0
er,20200824,21
er,20200831,12
er,20200907,12
er,20200914,31
er,20200921,3
er,20200928,11
er,20201005,23
er,20201012,16
er,20201019,11
er,20201026,36
er,20201102,2
er,20201109,28
er,20201116,2
er,20201123,58
er,20201130,26
er,20201207,55
er,20201214,79
er,20201221,96
er,20201228,232
es,20200106,0
es,20200113,0
es,20200120,0
es,20200127,0
es,20200203,1
es,20200210,1
es,20200217,0
es,20200224,0
es,20200302,134
es,20200309,1391
es,20200316,9964
es,20200323,29771
es,20200330,54860
es,20200406,46276
es,20200413,32553
es,20200420,20519
es,20200427,16100
es,20200504,7635
es,20200511,8565
es,20200518,3836
es,20200525,3794
es,20200601,4238
es,20200608,2079
es,20200615,2392
es,20200622,2395
es,20200629,2466
es,20200706,2819
es,20200713,4164
es,20200720,8883
es,20200727,13946
es,20200803,18272
es,20200810,25926
es,20200817,36102
es,20200824,46354
es,20200831,57422
es,20200907,62691
es,20200914,68181
es,20200921,77738
es,20200928,76798
es,20201005,65146
es,20201012,75556
es,20201019,85481
es,20201026,123871
es,20201102,142377
es,20201109,140521
es,20201116,115646
es,20201123,85752
es,20201130,65571
es,20201207,54141
es,20201214,49556
es,20201221,67365
es,20201228,60164
et,20200316,4
et,20200323,7
et,20200330,5
et,20200406,27
et,20200413,28
et,20200420,37
et,20200427,15
et,20200504,12
et,20200511,104
et,20200518,78
et,20200525,265
et,20200601,590
et,20200608,848
et,20200615,1325
et,20200622,1187
et,20200629,1157
et,20200706,157
et,20200713,1714
et,20200720,1943
et,20200727,4465
et,20200803,4031
et,20200810,4819
et,20200817,7058
et,20200824,10795
et,20200831,10451
et,20200907,7550
et,20200914,5629
et,20200921,4519
et,20200928,4512
et,20201005,5487
et,20201012,5476
et,20201019,4842
et,20201026,4206
et,20201102,3240
et,20201109,3092
et,20201116,3045
et,20201123,3065
et,20201130,3749
et,20201207,3761
et,20201214,3474
et,20201221,3182
et,20201228,3194
fi,20200106,0
fi,20200113,0
fi,20200120,0
fi,20200127,0
fi,20200203,1
fi,20200210,0
fi,20200217,0
fi,20200224,0
fi,20200302,5
fi,20200309,24
fi,20200316,237
fi,20200323,359
fi,20200330,592
fi,20200406,709
fi,20200413,1047
fi,20200420,809
fi,20200427,793
fi,20200504,678
fi,20200511,708
fi,20200518,385
fi,20200525,232
fi,20200601,280
fi,20200608,122
fi,20200615,123
fi,20200622,39
fi,20200629,48
fi,20200706,81
fi,20200713,20
fi,20200720,46
fi,20200727,55
fi,20200803,60
fi,20200810,131
fi,20200817,147
fi,20200824,189
fi,20200831,157
fi,20200907,214
fi,20200914,289
fi,20200921,400
fi,20200928,702
fi,20201005,856
fi,20201012,1460
fi,20201019,1426
fi,20201026,1424
fi,20201102,1443
fi,20201109,1506
fi,20201116,1518
fi,20201123,2324
fi,20201130,2990
fi,20201207,3002
fi,20201214,3179
fi,20201221,2352
fi,20201228,1975
fj,20200323,3
fj,20200330,2
fj,20200406,9
fj,20200413,2
fj,20200420,1
fj,20200427,1
fj,20200504,0
fj,20200511,0
fj,20200518,0
fj,20200525,0
fj,20200601,0
fj,20200608,0
fj,20200615,0
fj,20200622,0
fj,20200629,0
fj,20200706,0
fj,20200713,8
fj,20200720,0
fj,20200727,1
fj,20200803,0
fj,20200810,0
fj,20200817,1
fj,20200824,0
fj,20200831,0
fj,20200907,3
fj,20200914,1
fj,20200921,0
fj,20200928,0
fj,20201005,0
fj,20201012,0
fj,20201019,0
fj,20201026,1
fj,20201102,1
fj,20201109,0
fj,20201116,1
fj,20201123,0
fj,20201130,7
fj,20201207,2
fj,20201214,2
fj,20201221,0
fj,20201228,0
fk,20200406,2
fk,20200413,3
fk,20200420,6
fk,20200427,2
fk,20200504,0
fk,20200511,0
fk,20200518,0
fk,20200525,0
fk,20200601,0
fk,20200608,0
fk,20200615,0
fk,20200622,0
fk,20200629,0
fk,20200706,0
fk,20200713,0
fk,20200720,0
fk,20200727,0
fk,20200803,0
fk,20200810,0
fk,20200817,0
fk,20200824,0
fk,20200831,0
fk,20200907,0
fk,20200914,0
fk,20200921,0
fk,20200928,0
fk,20201005,0
fk,20201012,0
fk,20201019,0
fk,20201026,0
fk,20201102,0
fk,20201109,0
fk,20201116,2
fk,20201123,1
fk,20201130,1
fk,20201207,0
fk,20201214,2
fk,20201221,4
fk,20201228,5
fo,20200309,3
fo,20200316,6
fo,20200323,106
fo,20200330,44
fo,20200406,22
fo,20200413,3
fo,20200420,1
fo,20200427,2
fo,20200504,0
fo,20200511,0
fo,20200518,0
fo,20200525,0
fo,20200601,0
fo,20200608,0
fo,20200615,0
fo,20200622,0
fo,20200629,0
fo,20200706,0
fo,20200713,1
fo,20200720,3
fo,20200727,0
fo,20200803,34
fo,20200810,66
fo,20200817,81
fo,20200824,12
fo,20200831,27
fo,20200907,2
fo,20200914,10
fo,20200921,11
fo,20200928,26
fo,20201005,14
fo,20201012,3
fo,20201019,8
fo,20201026,5
fo,20201102,5
fo,20201109,2
fo,20201116,1
fo,20201123,2
fo,20201130,2
fo,20201207,8
fo,20201214,18
fo,20201221,18
fo,20201228,36
fr,20200106,0
fr,20200113,0
fr,20200120,0
fr,20200127,3
fr,20200203,3
fr,20200210,5
fr,20200217,1
fr,20200224,0
fr,20200302,118
fr,20200309,996
fr,20200316,4297
fr,20200323,10595
fr,20200330,24156
fr,20200406,30304
fr,20200413,24925
fr,20200420,17203
fr,20200427,11969
fr,20200504,6712
fr,20200511,7776
fr,20200518,3348
fr,20200525,2510
fr,20200601,6832
fr,20200608,2224
fr,20200615,3243
fr,20200622,3157
fr,20200629,2559
fr,20200706,4024
fr,20200713,3792
fr,20200720,3922
fr,20200727,5854
fr,20200803,7391
fr,20200810,10002
fr,20200817,20615
fr,20200824,24363
fr,20200831,35044
fr,20200907,46834
fr,20200914,56317
fr,20200921,72669
fr,20200928,84806
fr,20201005,80601
fr,20201012,115804
fr,20201019,162060
fr,20201026,241473
fr,20201102,275408
fr,20201109,373409
fr,20201116,194503
fr,20201123,158381
fr,20201130,78275
fr,20201207,74014
fr,20201214,84355
fr,20201221,96502
fr,20201228,89292
ga,20200316,1
ga,20200323,5
ga,20200330,1
ga,20200406,14
ga,20200413,36
ga,20200420,52
ga,20200427,67
ga,20200504,159
ga,20200511,326
ga,20200518,659
ga,20200525,614
ga,20200601,721
ga,20200608,446
ga,20200615,362
ga,20200622,965
ga,20200629,781
ga,20200706,411
ga,20200713,322
ga,20200720,373
ga,20200727,669
ga,20200803,547
ga,20200810,392
ga,20200817,302
ga,20200824,163
ga,20200831,117
ga,20200907,96
ga,20200914,42
ga,20200921,53
ga,20200928,32
ga,20201005,69
ga,20201012,38
ga,20201019,46
ga,20201026,38
ga,20201102,49
ga,20201109,54
ga,20201116,40
ga,20201123,69
ga,20201130,60
ga,20201207,63
ga,20201214,97
ga,20201221,69
ga,20201228,90
gd,20200323,1
gd,20200330,8
gd,20200406,3
gd,20200413,2
gd,20200420,0
gd,20200427,4
gd,20200504,3
gd,20200511,0
gd,20200518,1
gd,20200525,0
gd,20200601,1
gd,20200608,0
gd,20200615,0
gd,20200622,0
gd,20200629,0
gd,20200706,0
gd,20200713,0
gd,20200720,0
gd,20200727,0
gd,20200803,1
gd,20200810,0
gd,20200817,0
gd,20200824,0
gd,20200831,0
gd,20200907,0
gd,20200914,0
gd,20200921,0
gd,20200928,0
gd,20201005,0
gd,20201012,0
gd,20201019,3
gd,20201026,1
gd,20201102,0
gd,20201109,4
gd,20201116,0
gd,20201123,9
gd,20201130,0
gd,20201207,0
gd,20201214,28
gd,20201221,38
gd,20201228,9
ge,20200106,0
ge,20200113,0
ge,20200120,0
ge,20200127,0
ge,20200203,0
ge,20200210,0
ge,20200217,0
ge,20200224,0
ge,20200302,3
ge,20200309,10
ge,20200316,17
ge,20200323,24
ge,20200330,36
ge,20200406,84
ge,20200413,83
ge,20200420,137
ge,20200427,92
ge,20200504,103
ge,20200511,46
ge,20200518,66
ge,20200525,29
ge,20200601,53
ge,20200608,25
ge,20200615,71
ge,20200622,29
ge,20200629,18
ge,20200706,27
ge,20200713,42
ge,20200720,33
ge,20200727,109
ge,20200803,40
ge,20200810,73
ge,20200817,91
ge,20200824,70
ge,20200831,76
ge,20200907,153
ge,20200914,752
ge,20200921,1303
ge,20200928,1857
ge,20201005,2566
ge,20201012,3676
ge,20201019,5683
ge,20201026,12826
ge,20201102,12276
ge,20201109,18101
ge,20201116,22155
ge,20201123,25855
ge,20201130,26894
ge,20201207,29392
ge,20201214,26087
ge,20201221,18399
ge,20201228,12681
gg,20200323,17
gg,20200330,28
gg,20200406,109
gg,20200413,64
gg,20200420,21
gg,20200427,8
gg,20200504,5
gg,20200511,0
gg,20200518,0
gg,20200525,0
gg,20200601,0
gg,20200608,0
gg,20200615,0
gg,20200622,0
gg,20200629,0
gg,20200706,0
gg,20200713,0
gg,20200720,0
gg,20200727,0
gg,20200803,0
gg,20200810,0
gg,20200817,0
gg,20200824,0
gg,20200831,0
gg,20200907,0
gg,20200914,1
gg,20200921,2
gg,20200928,1
gg,20201005,1
gg,20201012,1
gg,20201019,0
gg,20201026,7
gg,20201102,5
gg,20201109,9
gg,20201116,3
gg,20201123,1
gg,20201130,3
gg,20201207,2
gg,20201214,1
gg,20201221,4
gg,20201228,4
gh,20200316,2
gh,20200323,22
gh,20200330,128
gh,20200406,62
gh,20200413,352
gh,20200420,476
gh,20200427,508
gh,20200504,619
gh,20200511,2094
gh,20200518,1472
gh,20200525,948
gh,20200601,1387
gh,20200608,1568
gh,20200615,2326
gh,20200622,2190
gh,20200629,3197
gh,20200706,2734
gh,20200713,4433
gh,20200720,3149
gh,20200727,5302
gh,20200803,4045
gh,20200810,3989
gh,20200817,1529
gh,20200824,973
gh,20200831,700
gh,20200907,572
gh,20200914,657
gh,20200921,570
gh,20200928,383
gh,20201005,442
gh,20201012,176
gh,20201019,305
gh,20201026,380
gh,20201102,434
gh,20201109,1078
gh,20201116,921
gh,20201123,751
gh,20201130,695
gh,20201207,705
gh,20201214,740
gh,20201221,639
gh,20201228,850
gi,20200323,15
gi,20200330,50
gi,20200406,38
gi,20200413,26
gi,20200420,4
gi,20200427,8
gi,20200504,3
gi,20200511,2
gi,20200518,1
gi,20200525,4
gi,20200601,18
gi,20200608,6
gi,20200615,1
gi,20200622,0
gi,20200629,1
gi,20200706,1
gi,20200713,2
gi,20200720,0
gi,20200727,5
gi,20200803,3
gi,20200810,9
gi,20200817,18
gi,20200824,14
gi,20200831,56
gi,20200907,30
gi,20200914,15
gi,20200921,20
gi,20200928,29
gi,20201005,53
gi,20201012,53
gi,20201019,86
gi,20201026,96
gi,20201102,36
gi,20201109,90
gi,20201116,109
gi,20201123,56
gi,20201130,56
gi,20201207,39
gi,20201214,22
gi,20201221,169
gi,20201228,462
gl,20200323,2
gl,20200330,8
gl,20200406,1
gl,20200413,0
gl,20200420,0
gl,20200427,0
gl,20200504,0
gl,20200511,0
gl,20200518,0
gl,20200525,0
gl,20200601,2
gl,20200608,0
gl,20200615,0
gl,20200622,0
gl,20200629,0
gl,20200706,0
gl,20200713,0
gl,20200720,0
gl,20200727,0
gl,20200803,1
gl,20200810,0
gl,20200817,0
gl,20200824,0
gl,20200831,0
gl,20200907,0
gl,20200914,0
gl,20200921,0
gl,20200928,0
gl,20201005,0
gl,20201012,2
gl,20201019,0
gl,20201026,1
gl,20201102,0
gl,20201109,0
gl,20201116,0
gl,20201123,1
gl,20201130,0
gl,20201207,0
gl,20201214,1
gl,20201221,0
gl,20201228,7
gm,20200323,1
gm,20200330,2
gm,20200406,1
gm,20200413,5
gm,20200420,1
gm,20200427,0
gm,20200504,7
gm,20200511,3
gm,20200518,3
gm,20200525,2
gm,20200601,0
gm,20200608,1
gm,20200615,2
gm,20200622,9
gm,20200629,8
gm,20200706,12
gm,20200713,7
gm,20200720,29
gm,20200727,184
gm,20200803,221
gm,20200810,737
gm,20200817,637
gm,20200824,565
gm,20200831,526
gm,20200907,234
gm,20200914,208
gm,20200921,121
gm,20200928,43
gm,20201005,25
gm,20201012,38
gm,20201019,17
gm,20201026,11
gm,20201102,12
gm,20201109,12
gm,20201116,18
gm,20201123,24
gm,20201130,8
gm,20201207,36
gm,20201214,12
gm,20201221,7
gm,20201228,8
gn,20200323,2
gn,20200330,6
gn,20200406,113
gn,20200413,129
gn,20200420,329
gn,20200427,515
gn,20200504,492
gn,20200511,560
gn,20200518,512
gn,20200525,617
gn,20200601,496
gn,20200608,394
gn,20200615,367
gn,20200622,456
gn,20200629,354
gn,20200706,268
gn,20200713,531
gn,20200720,403
gn,20200727,464
gn,20200803,356
gn,20200810,566
gn,20200817,552
gn,20200824,485
gn,20200831,404
gn,20200907,351
gn,20200914,298
gn,20200921,305
gn,20200928,255
gn,20201005,174
gn,20201012,268
gn,20201019,496
gn,20201026,151
gn,20201102,526
gn,20201109,231
