geo_id,day,cumulative_number_for_14_days_of_covid_19_cases_per_100000
by,20201111,144.84138382
by,20201112,146.12148078
by,20201113,147.32752254
by,20201114,149.41164734
by,20201115,152.21516547
by,20201116,155.7909735
by,20201117,159.19751251
by,20201118,162.60405152
by,20201119,166.04232847
by,20201120,170.27405395
by,20201121,175.20401413
by,20201122,181.45638852
by,20201123,187.4654387
by,20201124,192.75509555
by,20201125,197.33593838
by,20201126,201.9802571
by,20201127,206.89963797
by,20201128,211.70264638
by,20201129,216.38928235
by,20201130,220.29304911
by,20201201,224.27087106
by,20201202,227.66683075
by,20201203,231.68696996
by,20201204,235.06177103
by,20201205,238.41541347
by,20201206,241.67384209
by,20201207,244.99574659
by,20201208,248.30707177
by,20201209,250.19018961
by,20201210,253.94584597
by,20201211,257.92366792
bz,20200324,
bz,20200325,
bz,20200326,
bz,20200327,
bz,20200328,
bz,20200329,
bz,20200330,
bz,20200331,
bz,20200401,
bz,20200402,
bz,20200403,
bz,20200404,
bz,20200405,
bz,20200406,1.28089847
bz,20200407,1.53707817
bz,20200408,1.53707817
bz,20200409,1.53707817
bz,20200410,1.79325786
bz,20200411,2.04943756
bz,20200412,2.81797664
bz,20200413,3.07415634
bz,20200414,3.84269542
bz,20200415,3.84269542
bz,20200416,3.84269542
bz,20200417,3.84269542
bz,20200418,3.58651573
bz,20200419,3.58651573
bz,20200420,3.33033603
bz,20200421,2.81797664
bz,20200422,2.81797664
bz,20200423,2.56179695
bz,20200424,2.30561725
bz,20200425,2.04943756
bz,20200426,1.28089847
bz,20200427,1.02471878
bz,20200428,0
bz,20200429,0
bz,20200430,0
bz,20200501,0
bz,20200502,0
bz,20200503,0
bz,20200504,0
bz,20200505,0
bz,20200506,0
bz,20200507,0
bz,20200508,0
bz,20200509,0
bz,20200510,0
bz,20200511,0
bz,20200512,0
bz,20200513,0
bz,20200514,0
bz,20200515,0
bz,20200516,0
bz,20200517,0
bz,20200518,0
bz,20200519,0
bz,20200520,0
bz,20200521,0
bz,20200522,0
bz,20200523,0
bz,20200524,0
bz,20200525,0
bz,20200526,0
bz,20200527,0
bz,20200528,0
bz,20200529,0
bz,20200530,0
bz,20200531,0
bz,20200601,0
bz,20200602,0
bz,20200603,0
bz,20200604,0
bz,20200605,0
bz,20200606,0
bz,20200607,0
bz,20200608,0
bz,20200609,0.25617969
bz,20200610,0.51235939
bz,20200611,0.51235939
bz,20200612,0.51235939
bz,20200613,0.51235939
bz,20200614,0.51235939
bz,20200615,0.76853908
bz,20200616,0.76853908
bz,20200617,0.76853908
bz,20200618,1.02471878
bz,20200619,1.02471878
bz,20200620,1.02471878
bz,20200621,1.02471878
bz,20200622,1.02471878
bz,20200623,1.02471878
bz,20200624,0.76853908
bz,20200625,0.76853908
bz,20200626,0.76853908
bz,20200627,1.02471878
bz,20200628,1.02471878
bz,20200629,0.76853908
bz,20200630,0.76853908
bz,20200701,1.79325786
bz,20200702,1.53707817
bz,20200703,1.53707817
bz,20200704,2.04943756
bz,20200705,2.04943756
bz,20200706,2.04943756
bz,20200707,1.79325786
bz,20200708,1.79325786
bz,20200709,1.79325786
bz,20200710,2.56179695
bz,20200711,3.33033603
bz,20200712,3.33033603
bz,20200713,3.33033603
bz,20200714,3.33033603
bz,20200715,2.81797664
bz,20200716,2.81797664
bz,20200717,3.07415634
bz,20200718,2.56179695
bz,20200719,2.56179695
bz,20200720,2.56179695
bz,20200721,3.07415634
bz,20200722,3.33033603
bz,20200723,3.33033603
bz,20200724,3.58651573
bz,20200725,2.81797664
bz,20200726,2.81797664
bz,20200727,2.81797664
bz,20200728,2.81797664
bz,20200729,2.30561725
bz,20200730,2.30561725
bz,20200731,2.04943756
bz,20200801,2.04943756
bz,20200802,4.09887511
bz,20200803,4.35505481
bz,20200804,3.84269542
bz,20200805,7.42921115
bz,20200806,11.01572687
bz,20200807,17.16403954
bz,20200808,25.10561008
bz,20200809,26.89886794
bz,20200810,27.15504764
bz,20200811,33.04718061
bz,20200812,41.50111054
bz,20200813,63.53256428
bz,20200814,78.90334596
bz,20200815,87.10109619
bz,20200816,101.4471591
bz,20200817,101.1909794
bz,20200818,107.08311238
bz,20200819,123.22243314
bz,20200820,119.63591742
bz,20200821,125.78423009
bz,20200822,128.60220673
bz,20200823,131.93254276
bz,20200824,136.28759757
bz,20200825,137.31231635
bz,20200826,133.21344124
bz,20200827,118.86737833
bz,20200828,118.35501894
bz,20200829,123.47861284
bz,20200830,131.16400368
bz,20200831,138.84939452
bz,20200901,136.28759757
bz,20200902,127.32130826
bz,20200903,140.38647269
bz,20200904,131.42018337
bz,20200905,129.11456612
bz,20200906,134.7505194
bz,20200907,147.30332444
bz,20200908,152.17073864
bz,20200909,161.64938735
bz,20200910,154.98871528
bz,20200911,148.84040261
bz,20200912,144.7415275
bz,20200913,126.55276917
bz,20200914,124.50333162
bz,20200915,126.55276917
bz,20200916,122.45389406
bz,20200917,111.43816719
bz,20200918,115.02468291
bz,20200919,112.20670627
bz,20200920,105.54603421
bz,20200921,93.76176825
bz,20200922,84.02693986
bz,20200923,78.90334596
bz,20200924,87.35727589
bz,20200925,91.96851039
bz,20200926,95.55502612
bz,20200927,94.01794795
bz,20200928,95.81120581
bz,20200929,99.91008093
bz,20200930,106.31457329
bz,20201001,116.81794078
bz,20201002,117.58647986
bz,20201003,125.5280504
bz,20201004,134.49433971
bz,20201005,145.76624628
bz,20201006,145.76624628
bz,20201007,147.04714475
bz,20201008,154.73253559
bz,20201009,157.55051223
bz,20201010,144.7415275
bz,20201011,154.2201762
bz,20201012,146.79096505
bz,20201013,173.689833
bz,20201014,164.46736399
bz,20201015,160.62466857
bz,20201016,168.05387971
bz,20201017,166.00444216
bz,20201018,164.97972338
bz,20201019,158.06287162
bz,20201020,161.13702796
bz,20201021,164.72354368
bz,20201022,160.62466857
bz,20201023,159.34377009
bz,20201024,173.4336533
bz,20201025,173.94601269
bz,20201026,183.93702078
bz,20201027,161.64938735
bz,20201028,165.74826246
bz,20201029,164.46736399
bz,20201030,179.32578628
bz,20201031,188.0358959
bz,20201101,175.99545025
bz,20201102,166.26062185
bz,20201103,202.6381385
bz,20201104,231.586444
bz,20201105,247.98194446
bz,20201106,251.56846018
bz,20201107,247.46958507
bz,20201108,248.49430384
bz,20201109,264.12126522
bz,20201110,263.86508553
bz,20201111,302.80439912
bz,20201112,322.53023561
bz,20201113,311.00214935
bz,20201114,320.99315744
bz,20201115,338.41337668
bz,20201116,358.39539286
bz,20201117,322.53023561
bz,20201118,289.48305499
bz,20201119,269.7572185
bz,20201120,266.68306217
bz,20201121,266.42688247
bz,20201122,264.8898043
bz,20201123,257.97295255
bz,20201124,261.04710888
bz,20201125,235.9414988
bz,20201126,231.3302643
bz,20201127,235.42913942
bz,20201128,223.38869377
bz,20201129,221.33925621
bz,20201130,225.95049071
bz,20201201,248.75048354
bz,20201202,239.27183484
bz,20201203,229.53700644
bz,20201204,568.20656281
bz,20201205,596.13014953
bz,20201206,638.14361946
bz,20201207,662.48069046
bz,20201208,692.70989443
bz,20201209,686.04922237
bz,20201210,793.13233474
bz,20201211,842.83119551
ca,20191231,
ca,20200101,
ca,20200102,
ca,20200103,
ca,20200104,
ca,20200105,
ca,20200106,
ca,20200107,
ca,20200108,
ca,20200109,
ca,20200110,
ca,20200111,
ca,20200112,
ca,20200113,0
ca,20200114,0
ca,20200115,0
ca,20200116,0
ca,20200117,0
ca,20200118,0
ca,20200119,0
ca,20200120,0
ca,20200121,0
ca,20200122,0
ca,20200123,0
ca,20200124,0
ca,20200125,0
ca,20200126,0.00267301
ca,20200127,0.00267301
ca,20200128,0.00534602
ca,20200129,0.00801902
ca,20200130,0.00801902
ca,20200131,0.00801902
ca,20200201,0.01069203
ca,20200202,0.01069203
ca,20200203,0.01069203
ca,20200204,0.01069203
ca,20200205,0.01336504
ca,20200206,0.01336504
ca,20200207,0.01871106
ca,20200208,0.01871106
ca,20200209,0.01603805
ca,20200210,0.01603805
ca,20200211,0.01336504
ca,20200212,0.01069203
ca,20200213,0.01069203
ca,20200214,0.01069203
ca,20200215,0.01069203
ca,20200216,0.01069203
ca,20200217,0.01069203
ca,20200218,0.01069203
ca,20200219,0.00801902
ca,20200220,0.00801902
ca,20200221,0.00534602
ca,20200222,0.00534602
ca,20200223,0.00534602
ca,20200224,0.00534602
ca,20200225,0.01069203
ca,20200226,0.01069203
ca,20200227,0.01336504
ca,20200228,0.01871106
ca,20200229,0.02138406
ca,20200301,0.03207609
ca,20200302,0.04276813
ca,20200303,0.05078715
ca,20200304,0.05880617
ca,20200305,0.0668252
ca,20200306,0.09622828
ca,20200307,0.11226633
ca,20200308,0.12830438
ca,20200309,0.14166942
ca,20200310,0.17641852
ca,20200311,0.21918665
ca,20200312,0.24324372
ca,20200313,0.33145298
ca,20200314,0.42768126
ca,20200315,0.59875377
ca,20200316,0.74844221
ca,20200317,1.06118414
ca,20200318,1.44075126
ca,20200319,1.75616619
ca,20200320,2.14107933
ca,20200321,2.45916727
ca,20200322,3.32789483
ca,20200323,3.6566748
ca,20200324,4.19394939
ca,20200325,4.98783274
ca,20200326,8.77281192
ca,20200327,10.37127064
ca,20200328,12.02586253
ca,20200329,13.74460661
ca,20200330,15.90706999
ca,20200331,18.71105528
ca,20200401,21.29585391
ca,20200402,23.80313532
ca,20200403,27.8580883
ca,20200404,30.86789519
ca,20200405,33.62643934
ca,20200406,37.59852908
ca,20200407,40.11382951
ca,20200408,42.56497775
ca,20200409,42.47142247
ca,20200410,44.71942211
ca,20200411,46.66537186
ca,20200412,47.88693647
ca,20200413,48.40817301
ca,20200414,48.75299103
ca,20200415,49.47737617
ca,20200416,50.16968521
ca,20200417,50.28729756
ca,20200418,51.73072183
ca,20200419,52.01406066
ca,20200420,51.53826526
ca,20200421,53.91456928
ca,20200422,54.87685212
ca,20200423,55.87923008
ca,20200424,57.0713916
ca,20200425,58.12188371
ca,20200426,58.91309404
ca,20200427,60.19346483
ca,20200428,61.01407825
ca,20200429,61.39631838
ca,20200430,62.07526239
ca,20200501,61.89349785
ca,20200502,61.98438012
ca,20200503,62.47621357
ca,20200504,66.01527603
ca,20200505,64.01586612
ca,20200506,63.17119562
ca,20200507,62.32652513
ca,20200508,61.00605923
ca,20200509,60.29503913
ca,20200510,59.77112958
ca,20200511,58.70994544
ca,20200512,57.44828572
ca,20200513,56.51273295
ca,20200514,55.30720639
ca,20200515,53.90120424
ca,20200516,52.23324731
ca,20200517,51.15869814
ca,20200518,46.82307933
ca,20200519,46.21363353
ca,20200520,45.58814968
ca,20200521,44.35856605
ca,20200522,43.81327244
ca,20200523,42.86168162
ca,20200524,42.52220962
ca,20200525,42.34044508
ca,20200526,42.01701113
ca,20200527,41.37548923
ca,20200528,40.70991027
ca,20200529,40.36241924
ca,20200530,39.57388191
ca,20200531,38.29351113
ca,20200601,37.27509512
ca,20200602,36.44111666
ca,20200603,35.54565901
ca,20200604,34.70366152
ca,20200605,33.15064394
ca,20200606,31.68850862
ca,20200607,30.56851831
ca,20200608,29.40308686
ca,20200609,28.15479218
ca,20200610,26.74611701
ca,20200611,25.67691386
ca,20200612,24.10518521
ca,20200613,22.78739232
ca,20200614,21.97212491
ca,20200615,20.95638191
ca,20200616,19.89252477
ca,20200617,18.86341673
ca,20200618,18.09091745
ca,20200619,17.35851328
ca,20200620,16.8239117
ca,20200621,15.93647308
ca,20200622,15.07041852
ca,20200623,14.44493467
ca,20200624,14.22307502
ca,20200625,13.70718449
ca,20200626,13.61095621
ca,20200627,12.96676131
ca,20200628,12.3546425
ca,20200629,11.92963424
ca,20200630,12.75292068
ca,20200701,12.66203841
ca,20200702,11.63025736
ca,20200703,12.16485894
ca,20200704,11.92428823
ca,20200705,11.48591493
ca,20200706,11.22128715
ca,20200707,11.45651185
ca,20200708,11.2052491
ca,20200709,11.17317301
ca,20200710,11.17851902
ca,20200711,11.5767972
ca,20200712,11.53135607
ca,20200713,11.60085427
ca,20200714,11.32553446
ca,20200715,11.44581981
ca,20200716,12.35731551
ca,20200717,12.00982448
ca,20200718,12.23970316
ca,20200719,11.63560337
ca,20200720,12.86786002
ca,20200721,13.87291098
ca,20200722,14.77906066
ca,20200723,15.51681084
ca,20200724,15.67986432
ca,20200725,16.249215
ca,20200726,16.59403302
ca,20200727,16.8907369
ca,20200728,17.24891996
ca,20200729,17.38791637
ca,20200730,17.74877243
ca,20200731,17.46008758
ca,20200801,17.74877243
ca,20200802,18.5159257
ca,20200803,17.46008758
ca,20200804,15.78143862
ca,20200805,16.28663711
ca,20200806,15.89103195
ca,20200807,15.73599749
ca,20200808,15.44196662
ca,20200809,15.13724372
ca,20200810,14.84321285
ca,20200811,14.75500359
ca,20200812,14.50374085
ca,20200813,14.36207143
ca,20200814,14.56522003
ca,20200815,14.31128428
ca,20200816,14.17763388
ca,20200817,13.9450822
ca,20200818,15.65046124
ca,20200819,14.37276346
ca,20200820,14.21505599
ca,20200821,14.23911307
ca,20200822,14.43958866
ca,20200823,14.49572182
ca,20200824,14.554528
ca,20200825,14.78173367
ca,20200826,14.86994293
ca,20200827,14.93676813
ca,20200828,15.00626633
ca,20200829,15.25218306
ca,20200830,15.46067767
ca,20200831,15.64511522
ca,20200901,16.24119598
ca,20200902,16.76243252
ca,20200903,17.1954598
ca,20200904,17.69531228
ca,20200905,18.04814932
ca,20200906,18.35287222
ca,20200907,18.70838227
ca,20200908,17.36118629
ca,20200909,20.79332843
ca,20200910,21.0552832
ca,20200911,21.58721177
ca,20200912,22.10042929
ca,20200913,22.63503087
ca,20200914,23.30595585
ca,20200915,24.22279756
ca,20200916,25.06746806
ca,20200917,26.25962958
ca,20200918,27.72978392
ca,20200919,28.83373618
ca,20200920,30.14885607
ca,20200921,31.41853482
ca,20200922,35.47883381
ca,20200923,34.52189699
ca,20200924,35.97601328
ca,20200925,37.8765219
ca,20200926,39.64070711
ca,20200927,41.51181264
ca,20200928,44.01374803
ca,20200929,46.21897954
ca,20200930,48.53647739
ca,20201001,50.81655313
ca,20201002,52.57271931
ca,20201003,55.45956784
ca,20201004,57.99625234
ca,20201005,60.16138873
ca,20201006,62.93597093
ca,20201007,65.91637473
ca,20201008,67.81421034
ca,20201009,70.74115399
ca,20201010,73.93807143
ca,20201011,70.69036684
ca,20201012,66.80381336
ca,20201013,73.60929146
ca,20201014,79.97639627
ca,20201015,81.87155887
ca,20201016,83.38982736
ca,20201017,84.05807933
ca,20201018,85.13530151
ca,20201019,85.51486863
ca,20201020,86.81127746
ca,20201021,86.51190058
ca,20201022,88.84276346
ca,20201023,89.78366224
ca,20201024,89.85316045
ca,20201025,95.80594904
ca,20201026,101.53955097
ca,20201027,99.90099713
ca,20201028,96.24432233
ca,20201029,96.76021285
ca,20201030,98.39342068
ca,20201031,101.28828823
ca,20201101,102.08217158
ca,20201102,103.42669455
ca,20201103,103.7822046
ca,20201104,110.25355672
ca,20201105,110.51016548
ca,20201106,112.77420316
ca,20201107,117.81816907
ca,20201108,123.21497201
ca,20201109,128.32843612
ca,20201110,129.69968917
ca,20201111,134.05134602
ca,20201112,137.59308149
ca,20201113,144.4359817
ca,20201114,147.86812384
ca,20201115,153.48411343
ca,20201116,158.33829577
ca,20201117,165.53670604
ca,20201118,164.47819491
ca,20201119,169.4847387
ca,20201120,172.17645765
ca,20201121,173.50494258
ca,20201122,175.49900647
ca,20201123,177.46099427
ca,20201124,183.95640346
ca,20201125,185.52545909
ca,20201126,188.19312097
ca,20201127,188.50051688
ca,20201128,191.77762456
ca,20201129,194.80614251
ca,20201130,198.33985895
ca,20201201,203.00693074
ca,20201202,205.82160805
ca,20201203,210.27483921
ca,20201204,215.22792284
ca,20201205,218.78569635
ca,20201206,222.42098709
ca,20201207,226.34763569
ca,20201208,228.53950217
ca,20201209,231.45842679
ca,20201210,234.86116584
ca,20201211,237.82285859
cd,20200311,
cd,20200314,
cd,20200315,
cd,20200316,
cd,20200317,
cd,20200318,
cd,20200319,
cd,20200320,
cd,20200321,
cd,20200322,
cd,20200323,
cd,20200324,
cd,20200325,
cd,20200326,0.05184895
cd,20200327,0.06106654
cd,20200328,0.06452314
cd,20200329,0.06452314
cd,20200330,0.09102372
cd,20200331,0.1094589
cd,20200401,0.1094589
cd,20200402,0.12558968
cd,20200403,0.12558968
cd,20200404,0.13826387
cd,20200405,0.15093806
cd,20200406,0.14748146
cd,20200407,0.15554686
cd,20200408,0.15554686
cd,20200409,0.15900345
cd,20200410,0.18550403
cd,20200411,0.19011282
cd,20200412,0.20278701
cd,20200413,0.17628644
cd,20200414,0.15785125
cd,20200415,0.17974303
cd,20200416,0.16591665
cd,20200417,0.18896063
cd,20200418,0.19933042
cd,20200419,0.19933042
cd,20200420,0.20509141
cd,20200421,0.2177656
cd,20200422,0.20624361
cd,20200423,0.22352659
cd,20200424,0.20624361
cd,20200425,0.22237439
cd,20200426,0.23965738
cd,20200427,0.25924476
cd,20200428,0.27191895
cd,20200429,0.27307115
cd,20200430,0.26846235
cd,20200501,0.3283767
cd,20200502,0.34220308
cd,20200503,0.39981303
cd,20200504,0.40557403
cd,20200505,0.38483444
cd,20200506,0.39866083
cd,20200507,0.55996868
cd,20200508,0.57955606
cd,20200509,0.60029565
cd,20200510,0.63255722
cd,20200511,0.6509924
cd,20200512,0.72703753
cd,20200513,0.78119088
cd,20200514,0.85493161
cd,20200515,0.83649643
cd,20200516,0.88143219
cd,20200517,0.89871517
cd,20200518,0.88719318
cd,20200519,1.08882799
cd,20200520,1.18215611
cd,20200521,1.11993736
cd,20200522,1.20750448
cd,20200523,1.25359244
cd,20200524,1.32502878
cd,20200525,1.46674924
cd,20200526,1.37687773
cd,20200527,1.58542573
cd,20200528,1.63266589
cd,20200529,1.76747317
cd,20200530,1.68681924
cd,20200531,1.74212479
cd,20200601,1.8377573
cd,20200602,1.80319133
cd,20200603,1.8366051
cd,20200604,1.91149803
cd,20200605,1.95643379
cd,20200606,2.00367395
cd,20200607,2.00136955
cd,20200608,1.98062997
cd,20200609,2.08317567
cd,20200610,1.97371678
cd,20200611,1.99330416
cd,20200612,1.93799861
cd,20200613,2.07741468
cd,20200614,2.02441353
cd,20200615,1.99099976
cd,20200616,1.89306285
cd,20200617,1.89997604
cd,20200618,1.84927929
cd,20200619,1.88845405
cd,20200620,1.97256458
cd,20200621,2.06589269
cd,20200622,2.08548007
cd,20200623,2.09700206
cd,20200624,2.03823992
cd,20200625,1.88730186
cd,20200626,2.18572138
cd,20200627,2.20761316
cd,20200628,2.10737185
cd,20200629,2.36085562
cd,20200630,2.42192216
cd,20200701,2.3781386
cd,20200702,2.32974625
cd,20200703,2.19609117
cd,20200704,1.97256458
cd,20200705,1.96680358
cd,20200706,1.82508311
cd,20200707,1.73636379
cd,20200708,1.88154086
cd,20200709,1.97026018
cd,20200710,1.65225327
cd,20200711,1.55777296
cd,20200712,1.63381809
cd,20200713,1.38955192
cd,20200714,1.30774579
cd,20200715,1.26396223
cd,20200716,1.19943909
cd,20200717,1.16372092
cd,20200718,1.22133087
cd,20200719,1.08882799
cd,20200720,1.14298134
cd,20200721,1.16372092
cd,20200722,1.00586967
cd,20200723,1.02315265
cd,20200724,1.00702187
cd,20200725,0.99319548
cd,20200726,0.95632512
cd,20200727,0.92060695
cd,20200728,0.88719318
cd,20200729,0.85032281
cd,20200730,0.88604098
cd,20200731,0.93558554
cd,20200801,0.94710752
cd,20200802,0.87567119
cd,20200803,0.82036564
cd,20200804,0.79501727
cd,20200805,0.74201611
cd,20200806,0.72242873
cd,20200807,0.67864517
cd,20200808,0.67749297
cd,20200809,0.7523859
cd,20200810,0.71666774
cd,20200811,0.74201611
cd,20200812,0.72012433
cd,20200813,0.69823255
cd,20200814,0.66597098
cd,20200815,0.61527423
cd,20200816,0.63831821
cd,20200817,0.6463836
cd,20200818,0.66020999
cd,20200819,0.62564402
cd,20200820,0.56227308
cd,20200821,0.51618512
cd,20200822,0.51503292
cd,20200823,0.41133502
cd,20200824,0.4332268
cd,20200825,0.40672622
cd,20200826,0.45166198
cd,20200827,0.4309224
cd,20200828,0.37561685
cd,20200829,0.44820539
cd,20200830,0.42631361
cd,20200831,0.42516141
cd,20200901,0.45050978
cd,20200902,0.44129219
cd,20200903,0.4297702
cd,20200904,0.42516141
cd,20200905,0.39981303
cd,20200906,0.42400921
cd,20200907,0.4378356
cd,20200908,0.45050978
cd,20200909,0.46203177
cd,20200910,0.47470596
cd,20200911,0.49314114
cd,20200912,0.42285701
cd,20200913,0.434379
cd,20200914,0.39750863
cd,20200915,0.33759429
cd,20200916,0.34335528
cd,20200917,0.33183329
cd,20200918,0.36524706
cd,20200919,0.35487727
cd,20200920,0.35718167
cd,20200921,0.35142068
cd,20200922,0.3295289
cd,20200923,0.26615795
cd,20200924,0.24541837
cd,20200925,0.24426617
cd,20200926,0.25002717
cd,20200927,0.23965738
cd,20200928,0.25578816
cd,20200929,0.27076675
cd,20200930,0.26385356
cd,20201001,0.29726733
cd,20201002,0.27883214
cd,20201003,0.26270136
cd,20201004,0.30418052
cd,20201005,0.28228874
cd,20201006,0.29957172
cd,20201007,0.29496293
cd,20201008,0.30878931
cd,20201009,0.30763712
cd,20201010,0.29611513
cd,20201011,0.28574534
cd,20201012,0.27537555
cd,20201013,0.28113654
cd,20201014,0.27767994
cd,20201015,0.31685471
cd,20201016,0.3283767
cd,20201017,0.36294266
cd,20201018,0.29150633
cd,20201019,0.33644209
cd,20201020,0.31455031
cd,20201021,0.33068109
cd,20201022,0.30072392
cd,20201023,0.31685471
cd,20201024,0.33068109
cd,20201025,0.34796408
cd,20201026,0.33644209
cd,20201027,0.35142068
cd,20201028,0.36755146
cd,20201029,0.31800691
cd,20201030,0.3272245
cd,20201031,0.35257287
cd,20201101,0.34565968
cd,20201102,0.36870366
cd,20201103,0.36985586
cd,20201104,0.41594382
cd,20201105,0.44244439
cd,20201106,0.44820539
cd,20201107,0.49314114
cd,20201108,0.51618512
cd,20201109,0.5357725
cd,20201110,0.50005434
cd,20201111,0.51964172
cd,20201112,0.51272853
cd,20201113,0.50466313
cd,20201114,0.44474879
cd,20201115,0.52309832
cd,20201116,0.48161915
cd,20201117,0.5369247
cd,20201118,0.50696753
cd,20201119,0.5392291
cd,20201120,0.60144784
cd,20201121,0.66712318
cd,20201122,0.67979737
cd,20201123,0.72818973
cd,20201124,0.77197329
cd,20201125,0.76966889
cd,20201126,0.81690904
cd,20201127,0.89641077
cd,20201128,0.9782169
cd,20201129,0.9770647
cd,20201130,1.05080543
cd,20201201,1.17639511
cd,20201202,1.29161501
cd,20201203,1.39992171
cd,20201204,1.46790144
cd,20201205,1.36650794
cd,20201206,1.55201197
cd,20201207,1.56122956
cd,20201208,1.69603683
cd,20201209,1.76632097
cd,20201210,1.70295003
cd,20201211,1.75940777
cf,20200316,
cf,20200317,
cf,20200318,
cf,20200319,
cf,20200320,
cf,20200321,
cf,20200322,
cf,20200323,
cf,20200324,
cf,20200325,
cf,20200326,
cf,20200327,
cf,20200328,
cf,20200329,0.12644412
cf,20200330,0.1053701
cf,20200331,0.1053701
cf,20200401,0.1053701
cf,20200402,0.14751814
cf,20200403,0.14751814
cf,20200404,0.14751814
cf,20200405,0.12644412
cf,20200406,0.1053701
cf,20200407,0.1053701
cf,20200408,0.1053701
cf,20200409,0.12644412
cf,20200410,0.12644412
cf,20200411,0.12644412
cf,20200412,0.1053701
cf,20200413,0.1053701
cf,20200414,0.1053701
cf,20200415,0.1053701
cf,20200416,0.06322206
cf,20200417,0.08429608
cf,20200418,0.08429608
cf,20200419,0.06322206
cf,20200420,0.06322206
cf,20200421,0.06322206
cf,20200422,0.1053701
cf,20200423,0.12644412
cf,20200424,0.12644412
cf,20200425,0.16859216
cf,20200426,0.16859216
cf,20200427,0.16859216
cf,20200428,0.8218868
cf,20200429,0.8218868
cf,20200430,0.8218868
cf,20200501,0.80081278
cf,20200502,1.26444124
cf,20200503,1.26444124
cf,20200504,1.26444124
cf,20200505,1.72806969
cf,20200506,1.68592165
cf,20200507,1.64377361
cf,20200508,1.62269959
cf,20200509,2.61317855
cf,20200510,2.61317855
cf,20200511,3.3718433
cf,20200512,2.71854866
cf,20200513,2.71854866
cf,20200514,3.09788103
cf,20200515,3.60365752
cf,20200516,4.82595072
cf,20200517,5.37387525
cf,20200518,5.37387525
cf,20200519,5.09991299
cf,20200520,6.68046453
cf,20200521,6.68046453
cf,20200522,7.20731505
cf,20200523,7.08087092
cf,20200524,8.61927443
cf,20200525,8.95645876
cf,20200526,9.96801174
cf,20200527,10.36841814
cf,20200528,10.6423804
cf,20200529,11.253527
cf,20200530,12.0754138
cf,20200531,13.38200308
cf,20200601,14.41463009
cf,20200602,15.4472571
cf,20200603,16.0584037
cf,20200604,16.39558803
cf,20200605,17.95506555
cf,20200606,20.48394802
cf,20200607,21.45335297
cf,20200608,21.70624122
cf,20200609,25.24667668
cf,20200610,25.64708307
cf,20200611,26.34252575
cf,20200612,27.16441255
cf,20200613,24.93056637
cf,20200614,23.07605256
cf,20200615,25.52063895
cf,20200616,25.71030513
cf,20200617,26.06856348
cf,20200618,28.97677833
cf,20200619,27.75448513
cf,20200620,24.31941977
cf,20200621,26.0896375
cf,20200622,24.74090019
cf,20200623,23.45538493
cf,20200624,24.50908596
cf,20200625,24.17190163
cf,20200626,25.28882472
cf,20200627,27.03796843
cf,20200628,28.91355626
cf,20200629,25.43634287
cf,20200630,27.90200328
cf,20200701,28.1338175
cf,20200702,24.88841833
cf,20200703,25.66815709
cf,20200704,27.67018905
cf,20200705,24.46693792
cf,20200706,24.46693792
cf,20200707,22.54920204
cf,20200708,21.49550101
cf,20200709,21.28476081
cf,20200710,20.14676369
cf,20200711,19.36702493
cf,20200712,18.1025837
cf,20200713,18.1025837
cf,20200714,14.92040659
cf,20200715,12.87622659
cf,20200716,13.00267071
cf,20200717,11.59071133
cf,20200718,9.9258637
cf,20200719,10.87419463
cf,20200720,10.87419463
cf,20200721,10.85312061
cf,20200722,10.32627009
cf,20200723,9.79941958
cf,20200724,8.21886803
cf,20200725,7.03872288
cf,20200726,6.53294639
cf,20200727,6.55402041
cf,20200728,5.85857773
cf,20200729,5.12098701
cf,20200730,5.12098701
cf,20200731,4.88917278
cf,20200801,4.61521051
cf,20200802,2.71854866
cf,20200803,2.71854866
cf,20200804,1.39088536
cf,20200805,1.20121917
cf,20200806,0.92725691
cf,20200807,0.63222062
cf,20200808,1.01155299
cf,20200809,0.90618289
cf,20200810,0.88510887
cf,20200811,0.88510887
cf,20200812,1.01155299
cf,20200813,0.99047897
cf,20200814,0.99047897
cf,20200815,0.92725691
cf,20200816,0.80081278
cf,20200817,0.80081278
cf,20200818,1.11692309
cf,20200819,1.28551526
cf,20200820,1.28551526
cf,20200821,1.24336722
cf,20200822,0.80081278
cf,20200823,0.80081278
cf,20200824,0.80081278
cf,20200825,0.80081278
cf,20200826,0.92725691
cf,20200827,0.96940495
cf,20200828,0.96940495
cf,20200829,1.01155299
cf,20200830,1.01155299
cf,20200831,1.01155299
cf,20200901,0.92725691
cf,20200902,0.67436866
cf,20200903,0.69544268
cf,20200904,1.05370103
cf,20200905,1.05370103
cf,20200906,1.05370103
cf,20200907,1.05370103
cf,20200908,1.05370103
cf,20200909,0.94833093
cf,20200910,0.80081278
cf,20200911,1.03262701
cf,20200912,1.03262701
cf,20200913,1.03262701
cf,20200914,1.03262701
cf,20200915,1.28551526
cf,20200916,1.28551526
cf,20200917,1.47518144
cf,20200918,1.11692309
cf,20200919,1.20121917
cf,20200920,1.20121917
cf,20200921,1.34873732
cf,20200922,1.34873732
cf,20200923,1.39088536
cf,20200924,1.39088536
cf,20200925,1.20121917
cf,20200926,1.20121917
cf,20200927,1.20121917
cf,20200928,1.20121917
cf,20200929,0.7165167
cf,20200930,1.11692309
