geo_id,day,cumulative_number_for_14_days_of_covid_19_cases_per_100000
mg,20200414,0.22989097
mg,20200415,0.22989097
mg,20200416,0.20764346
mg,20200417,0.19281178
mg,20200418,0.19281178
mg,20200419,0.17056427
mg,20200420,0.18168803
mg,20200421,0.16314843
mg,20200422,0.13348508
mg,20200423,0.10382173
mg,20200424,0.10382173
mg,20200425,0.07415838
mg,20200426,0.08157422
mg,20200427,0.06674254
mg,20200428,0.08157422
mg,20200429,0.07415838
mg,20200430,0.06674254
mg,20200501,0.0778663
mg,20200502,0.06674254
mg,20200503,0.06674254
mg,20200504,0.10382173
mg,20200505,0.10382173
mg,20200506,0.137193
mg,20200507,0.137193
mg,20200508,0.17798011
mg,20200509,0.17427219
mg,20200510,0.16685635
mg,20200511,0.17427219
mg,20200512,0.2150593
mg,20200513,0.23730681
mg,20200514,0.31146519
mg,20200515,0.36337605
mg,20200516,0.38191565
mg,20200517,0.548772
mg,20200518,0.57472743
mg,20200519,0.64146997
mg,20200520,0.62293038
mg,20200521,0.78978673
mg,20200522,0.87506887
mg,20200523,1.03450938
mg,20200524,1.03450938
mg,20200525,1.32001914
mg,20200526,1.32001914
mg,20200527,1.46092005
mg,20200528,1.48316757
mg,20200529,1.57957346
mg,20200530,1.7056427
mg,20200531,1.76126149
mg,20200601,1.73159814
mg,20200602,1.86879114
mg,20200603,1.92440992
mg,20200604,1.99115246
mg,20200605,2.04677124
mg,20200606,1.95407327
mg,20200607,2.14317714
mg,20200608,1.94665743
mg,20200609,2.04677124
mg,20200610,2.04677124
mg,20200611,2.03935541
mg,20200612,2.02823165
mg,20200613,1.97261287
mg,20200614,1.83171195
mg,20200615,1.85766738
mg,20200616,1.72047438
mg,20200617,1.75013773
mg,20200618,1.74272189
mg,20200619,1.65373184
mg,20200620,1.73530605
mg,20200621,1.76867733
mg,20200622,2.01710789
mg,20200623,2.02452373
mg,20200624,2.17284049
mg,20200625,2.31744933
mg,20200626,2.32115724
mg,20200627,2.56587989
mg,20200628,2.79206295
mg,20200629,2.98858265
mg,20200630,3.14431524
mg,20200701,3.32600327
mg,20200702,3.429825
mg,20200703,3.70791892
mg,20200704,3.96376533
mg,20200705,4.54220068
mg,20200706,4.19736422
mg,20200707,5.96974946
mg,20200708,6.48144227
mg,20200709,6.62234319
mg,20200710,7.24156565
mg,20200711,8.23528792
mg,20200712,9.54047538
mg,20200713,10.34138587
mg,20200714,10.90869747
mg,20200715,11.6020783
mg,20200716,12.24354828
mg,20200717,13.66738914
mg,20200718,14.66481933
mg,20200719,15.28033387
mg,20200720,16.02191766
mg,20200721,14.47200755
mg,20200722,15.11347752
mg,20200723,17.01563993
mg,20200724,17.05271912
mg,20200725,17.0490112
mg,20200726,15.89955633
mg,20200727,16.41866498
mg,20200728,17.09350623
mg,20200729,17.65340198
mg,20200730,17.47171396
mg,20200731,17.27519425
mg,20200801,16.31855117
mg,20200802,16.40383331
mg,20200803,16.60776885
mg,20200804,16.71159058
mg,20200805,16.11832355
mg,20200806,15.05415082
mg,20200807,15.36932393
mg,20200808,14.70931436
mg,20200809,15.03931914
mg,20200810,14.05672063
mg,20200811,13.02221125
mg,20200812,11.91354349
mg,20200813,11.42039028
mg,20200814,10.28576709
mg,20200815,10.28947501
mg,20200816,9.08810928
mg,20200817,8.5245056
mg,20200818,8.25382752
mg,20200819,7.8385406
mg,20200820,6.86706584
mg,20200821,6.036492
mg,20200822,5.59895757
mg,20200823,5.02423014
mg,20200824,4.60152738
mg,20200825,4.44950271
mg,20200826,4.29377011
mg,20200827,4.29006219
mg,20200828,3.96747325
mg,20200829,3.90443862
mg,20200830,3.95634949
mg,20200831,3.76724562
mg,20200901,3.62263679
mg,20200902,3.51510714
mg,20200903,3.51881506
mg,20200904,3.52993881
mg,20200905,3.59297343
mg,20200906,3.67825557
mg,20200907,3.67825557
mg,20200908,3.52252297
mg,20200909,3.55960216
mg,20200910,3.58184968
mg,20200911,3.82657233
mg,20200912,3.60780511
mg,20200913,3.5076913
mg,20200914,3.38903789
mg,20200915,3.35937454
mg,20200916,3.13689941
mg,20200917,3.14431524
mg,20200918,2.83655797
mg,20200919,2.90700843
mg,20200920,2.78464711
mg,20200921,2.72161249
mg,20200922,2.67340954
mg,20200923,2.59925116
mg,20200924,2.39902354
mg,20200925,2.10239003
mg,20200926,2.04677124
mg,20200927,1.92811784
mg,20200928,1.95778119
mg,20200929,2.14688506
mg,20200930,2.12834546
mg,20201001,1.99115246
mg,20201002,2.16171673
mg,20201003,1.93553368
mg,20201004,1.88733073
mg,20201005,1.87249906
mg,20201006,1.8428357
mg,20201007,1.72047438
mg,20201008,1.72789022
mg,20201009,1.71676646
mg,20201010,1.68710311
mg,20201011,1.65002392
mg,20201012,1.60552889
mg,20201013,1.40159335
mg,20201014,1.39788543
mg,20201015,1.28293995
mg,20201016,1.11237568
mg,20201017,0.96776684
mg,20201018,1.04192522
mg,20201019,0.93439557
mg,20201020,0.88990054
mg,20201021,0.77866297
mg,20201022,0.65630165
mg,20201023,0.57843535
mg,20201024,0.49686114
mg,20201025,0.98630643
mg,20201026,0.92697973
mg,20201027,0.89731638
mg,20201028,0.79349465
mg,20201029,0.79349465
mg,20201030,0.79349465
mg,20201031,0.79349465
mg,20201101,0.58585119
mg,20201102,1.1160836
mg,20201103,1.1160836
mg,20201104,1.1160836
mg,20201105,1.1160836
mg,20201106,1.1160836
mg,20201107,1.49429133
mg,20201108,0.90844014
mg,20201109,0.94551932
mg,20201110,0.94551932
mg,20201111,0.94551932
mg,20201112,0.94551932
mg,20201113,0.94551932
mg,20201114,0.98259851
mg,20201115,0.98259851
mg,20201116,0.45236611
mg,20201117,0.45236611
mg,20201118,0.45236611
mg,20201119,0.45236611
mg,20201120,0.45236611
mg,20201121,0.07415838
mg,20201122,0.35966814
mg,20201123,0.43753443
mg,20201124,0.43753443
mg,20201125,0.43753443
mg,20201126,0.43753443
mg,20201127,0.43753443
mg,20201128,0.40045524
mg,20201129,0.40045524
mg,20201130,0.40045524
mg,20201201,0.40045524
mg,20201202,0.40045524
mg,20201203,0.40045524
mg,20201204,1.0382173
mg,20201205,1.0382173
mg,20201206,0.75270754
mg,20201207,0.63776205
mg,20201208,0.63776205
mg,20201209,0.63776205
mg,20201210,1.10125192
mg,20201211,1.10125192
mh,20201029,
mh,20201030,
mh,20201031,
mh,20201101,
mh,20201102,
mh,20201103,
mh,20201104,
mh,20201105,
mh,20201106,
mh,20201107,
mh,20201108,
mh,20201109,
mh,20201110,
mh,20201111,1.70094062
mh,20201112,0
mh,20201113,0
mh,20201114,0
mh,20201115,0
mh,20201116,0
mh,20201117,0
mh,20201118,5.10282186
mh,20201119,5.10282186
mh,20201120,5.10282186
mh,20201121,5.10282186
mh,20201122,5.10282186
mh,20201123,5.10282186
mh,20201124,5.10282186
mh,20201125,5.10282186
mh,20201126,5.10282186
mh,20201127,5.10282186
mh,20201128,5.10282186
mh,20201129,5.10282186
mh,20201130,5.10282186
mh,20201201,5.10282186
mh,20201202,0
mh,20201203,0
mh,20201204,0
mh,20201205,0
mh,20201206,0
mh,20201207,0
mh,20201208,0
mh,20201209,0
mh,20201210,0
mh,20201211,0
mk,20191231,
mk,20200101,
mk,20200102,
mk,20200103,
mk,20200104,
mk,20200105,
mk,20200106,
mk,20200107,
mk,20200108,
mk,20200109,
mk,20200110,
mk,20200111,
mk,20200112,
mk,20200113,0
mk,20200114,0
mk,20200115,0
mk,20200116,0
mk,20200117,0
mk,20200118,0
mk,20200119,0
mk,20200120,0
mk,20200121,0
mk,20200122,0
mk,20200123,0
mk,20200124,0
mk,20200125,0
mk,20200126,0
mk,20200127,0
mk,20200128,0
mk,20200129,0
mk,20200130,0
mk,20200131,0
mk,20200201,0
mk,20200202,0
mk,20200203,0
mk,20200204,0
mk,20200205,0
mk,20200206,0
mk,20200207,0
mk,20200208,0
mk,20200209,0
mk,20200210,0
mk,20200211,0
mk,20200212,0
mk,20200213,0
mk,20200214,0
mk,20200215,0
mk,20200216,0
mk,20200217,0
mk,20200218,0
mk,20200219,0
mk,20200220,0
mk,20200221,0
mk,20200222,0
mk,20200223,0
mk,20200224,0
mk,20200225,0
mk,20200226,0
mk,20200227,0.04814331
mk,20200228,0.04814331
mk,20200229,0.04814331
mk,20200301,0.04814331
mk,20200302,0.04814331
mk,20200307,0.14442992
mk,20200311,0.33700314
mk,20200313,0.43328975
mk,20200314,0.62586297
mk,20200316,0.62586297
mk,20200317,0.9147228
mk,20200318,1.49244246
mk,20200319,2.02201882
mk,20200320,2.31087865
mk,20200321,3.32188806
mk,20200322,4.04403764
mk,20200323,5.4401935
mk,20200324,6.49934621
mk,20200325,7.07706588
mk,20200326,8.37693512
mk,20200327,9.33980123
mk,20200328,10.11009411
mk,20200329,10.97667361
mk,20200330,11.8432531
mk,20200331,12.80611921
mk,20200401,14.34670498
mk,20200402,15.02071125
mk,20200403,14.73185142
mk,20200404,17.3315899
mk,20200405,19.1610355
mk,20200406,17.76487965
mk,20200407,20.8941945
mk,20200408,21.71263069
mk,20200409,21.18305433
mk,20200410,22.24220704
mk,20200411,23.6865062
mk,20200412,24.98637544
mk,20200413,27.39354071
mk,20200414,27.39354071
mk,20200415,27.87497376
mk,20200416,29.84884928
mk,20200417,35.00018294
mk,20200418,33.07445073
mk,20200419,33.07445073
mk,20200420,34.85575303
mk,20200421,31.53386496
mk,20200422,30.42656894
mk,20200423,30.908002
mk,20200424,30.66728547
mk,20200425,29.60813275
mk,20200426,29.22298631
mk,20200427,26.86396435
mk,20200428,26.23810138
mk,20200429,24.69751561
mk,20200430,22.53106687
mk,20200501,18.48702923
mk,20200502,18.15002609
mk,20200503,16.17615058
mk,20200504,14.63556481
mk,20200505,14.10598845
mk,20200506,14.20227506
mk,20200507,13.48012548
mk,20200508,13.09497904
mk,20200509,12.51725937
mk,20200510,12.27654285
mk,20200511,12.32468615
mk,20200512,12.7579759
mk,20200513,12.18025624
mk,20200514,12.13211293
mk,20200515,12.42097276
mk,20200516,11.8432531
mk,20200517,12.32468615
mk,20200518,13.52826879
mk,20200519,14.39484828
mk,20200520,15.06885456
mk,20200521,15.35771439
mk,20200522,15.69471752
mk,20200523,16.12800727
mk,20200524,15.35771439
mk,20200525,16.17615058
mk,20200526,16.12800727
mk,20200527,16.4168671
mk,20200528,16.65758363
mk,20200529,17.09087338
mk,20200530,18.77588906
mk,20200531,19.35360873
mk,20200601,20.8941945
mk,20200602,23.97536603
mk,20200603,26.57510452
mk,20200604,30.52285555
mk,20200605,34.37431998
mk,20200606,41.93281891
mk,20200607,46.98786596
mk,20200608,50.55047055
mk,20200609,55.65366091
mk,20200610,59.07183559
mk,20200611,63.88616612
mk,20200612,70.48179894
mk,20200613,75.87384913
mk,20200614,83.67306459
mk,20200615,88.15039198
mk,20200616,88.67996834
mk,20200617,91.37599344
mk,20200618,95.80517752
mk,20200619,98.79006245
mk,20200620,97.63462312
mk,20200621,100.52322144
mk,20200622,100.04178839
mk,20200623,98.26048609
mk,20200624,99.75292856
mk,20200625,100.28250492
mk,20200626,99.2233522
mk,20200627,99.17520889
mk,20200628,96.96061685
mk,20200629,97.97162626
mk,20200630,99.51221203
mk,20200701,99.2233522
mk,20200702,95.70889091
mk,20200703,95.27560117
mk,20200704,87.76524554
mk,20200705,92.77214929
mk,20200706,93.39801226
mk,20200707,92.72400599
mk,20200708,92.72400599
mk,20200709,93.92758862
mk,20200710,94.55345159
mk,20200711,96.4791838
mk,20200712,98.74191915
mk,20200713,97.20133338
mk,20200714,94.98674133
mk,20200715,95.22745786
mk,20200716,98.79006245
mk,20200717,94.79416811
mk,20200718,102.49709696
mk,20200719,99.99364508
mk,20200720,100.42693483
mk,20200721,102.40081035
mk,20200722,104.56725909
mk,20200723,103.31553315
mk,20200724,101.19722772
mk,20200725,97.58647982
mk,20200726,94.6978815
mk,20200727,95.08302794
mk,20200728,97.10504677
mk,20200729,95.70889091
mk,20200730,95.42003108
mk,20200731,96.81618693
mk,20200801,95.80517752
mk,20200802,91.0389903
mk,20200803,92.53143276
mk,20200804,91.0389903
mk,20200805,83.19163154
mk,20200806,79.62902695
mk,20200807,77.99215457
mk,20200808,85.40622358
mk,20200809,88.43925181
mk,20200810,85.21365036
mk,20200811,84.29892756
mk,20200812,79.38831042
mk,20200813,82.46948196
mk,20200814,83.48049137
mk,20200815,85.88765663
mk,20200816,84.39521417
mk,20200817,81.12146941
mk,20200818,78.66616084
mk,20200819,83.62492129
mk,20200820,85.88765663
mk,20200821,81.65104577
mk,20200822,79.29202381
mk,20200823,69.66336275
mk,20200824,79.82160017
mk,20200825,78.47358762
mk,20200826,82.22876543
mk,20200827,76.16270897
mk,20200828,75.5849893
mk,20200829,66.4859046
mk,20200830,61.33457094
mk,20200831,57.19424668
mk,20200901,74.91098303
mk,20200902,70.48179894
mk,20200903,70.77065877
mk,20200904,77.75143804
mk,20200905,74.33326337
mk,20200906,74.33326337
mk,20200907,60.082845
mk,20200908,71.97424141
mk,20200909,70.00036589
mk,20200910,68.70049665
mk,20200911,65.76375502
mk,20200912,71.58909496
mk,20200913,78.37730101
mk,20200914,85.06922044
mk,20200915,70.33736903
mk,20200916,76.25899558
mk,20200917,78.61801754
mk,20200918,80.59189305
mk,20200919,79.67717025
mk,20200920,86.41723299
mk,20200921,94.98674133
mk,20200922,81.36218594
mk,20200923,83.7693512
mk,20200924,87.76524554
mk,20200925,91.80928318
mk,20200926,92.8684359
mk,20200927,92.8202926
mk,20200928,93.15729573
mk,20200929,90.65384386
mk,20200930,89.59469114
mk,20201001,90.94270369
mk,20201002,89.73912106
mk,20201003,93.68687209
mk,20201004,98.45305931
mk,20201005,89.88355097
mk,20201006,100.76393797
mk,20201007,107.35957079
mk,20201008,113.8107737
mk,20201009,124.06529773
mk,20201010,135.76412091
mk,20201011,147.89623385
mk,20201012,159.25805389
mk,20201013,165.56482689
mk,20201014,164.02424112
mk,20201015,176.15635405
mk,20201016,194.11380692
mk,20201017,204.32018764
mk,20201018,221.41106102
mk,20201019,241.96825238
mk,20201020,236.62434549
mk,20201021,245.48271366
mk,20201022,261.08114458
mk,20201023,274.22426692
mk,20201024,280.57918322
mk,20201025,281.10875958
mk,20201026,289.67826792
mk,20201027,293.00015598
mk,20201028,289.14869156
mk,20201029,339.93987864
mk,20201030,355.68273947
mk,20201031,377.49165677
mk,20201101,403.00760857
mk,20201102,424.04623298
mk,20201103,443.3516984
mk,20201104,467.56778096
mk,20201105,493.99845556
mk,20201106,524.71388434
mk,20201107,554.03315726
mk,20201108,596.39926591
mk,20201109,616.52316752
mk,20201110,629.52185995
mk,20201111,675.11357006
mk,20201112,666.44777511
mk,20201113,687.3419696
mk,20201114,695.67076142
mk,20201115,697.59649363
mk,20201116,703.56626348
mk,20201117,704.76984611
mk,20201118,707.94730426
mk,20201119,718.20182829
mk,20201120,714.49479378
mk,20201121,719.74241406
mk,20201122,714.87994023
mk,20201123,721.33114313
mk,20201124,715.02437014
mk,20201125,719.35726762
mk,20201126,717.86482515
mk,20201127,711.22104902
mk,20201128,712.66534818
mk,20201129,705.82899883
mk,20201130,697.74092354
mk,20201201,685.65695392
mk,20201202,689.98985139
mk,20201203,667.98836087
mk,20201204,674.87285353
mk,20201205,668.27722071
mk,20201206,658.60041634
mk,20201207,636.69521244
mk,20201208,635.73234633
mk,20201209,639.72824067
mk,20201210,601.93574602
mk,20201211,590.95907241
ml,20200326,
ml,20200327,
ml,20200328,
ml,20200329,
ml,20200330,
ml,20200331,
ml,20200401,
ml,20200402,
ml,20200403,
ml,20200404,
ml,20200405,
ml,20200406,
ml,20200407,
ml,20200408,0.28487097
ml,20200409,0.28995795
ml,20200410,0.27978398
ml,20200411,0.42221947
ml,20200412,0.48835023
ml,20200413,0.49852419
ml,20200414,0.53413306
ml,20200415,0.64095967
ml,20200416,0.61043778
ml,20200417,0.68674251
ml,20200418,0.76813421
ml,20200419,0.89022177
ml,20200420,0.91056969
ml,20200421,1.01230933
ml,20200422,1.02757027
ml,20200423,1.19035368
ml,20200424,1.27174538
ml,20200425,1.21070161
ml,20200426,1.34805011
ml,20200427,1.38874596
ml,20200428,1.44978974
ml,20200429,1.42435483
ml,20200430,1.69905183
ml,20200501,1.62274711
ml,20200502,1.61766013
ml,20200503,1.66852994
ml,20200504,1.72448674
ml,20200505,1.69905183
ml,20200506,1.80079146
ml,20200507,1.71939976
ml,20200508,1.7346607
ml,20200509,1.74483467
ml,20200510,1.63800805
ml,20200511,1.60239918
ml,20200512,1.54644239
ml,20200513,1.55661635
ml,20200514,1.4040069
ml,20200515,1.47013766
ml,20200516,1.5159205
ml,20200517,1.48031163
ml,20200518,1.51083352
ml,20200519,1.49557257
ml,20200520,1.47013766
ml,20200521,1.52609446
ml,20200522,1.51083352
ml,20200523,1.53118144
ml,20200524,1.64309504
ml,20200525,1.65835598
ml,20200526,1.76518259
ml,20200527,1.76518259
ml,20200528,1.82113939
ml,20200529,2.11109734
ml,20200530,2.13653224
ml,20200531,2.11109734
ml,20200601,2.06022752
ml,20200602,2.24335886
ml,20200603,2.28914169
ml,20200604,2.13653224
ml,20200605,2.61470851
ml,20200606,2.62488247
ml,20200607,2.58418662
ml,20200608,2.55875171
ml,20200609,2.48244699
ml,20200610,2.5892736
ml,20200611,2.80292683
ml,20200612,2.68592625
ml,20200613,2.67575229
ml,20200614,2.67575229
ml,20200615,2.76731795
ml,20200616,2.77240494
ml,20200617,2.71644814
ml,20200618,2.74188305
ml,20200619,2.26370678
ml,20200620,2.22809791
ml,20200621,2.08566243
ml,20200622,2.1772281
ml,20200623,2.10601036
ml,20200624,1.99409676
ml,20200625,1.69905183
ml,20200626,1.44978974
ml,20200627,1.4599637
ml,20200628,1.73974768
ml,20200629,1.71939976
ml,20200630,1.59222522
ml,20200701,1.50574653
ml,20200702,1.58713824
ml,20200703,1.80079146
ml,20200704,1.84148732
ml,20200705,1.88218317
ml,20200706,1.87709619
ml,20200707,1.88218317
ml,20200708,1.88218317
ml,20200709,1.81605241
ml,20200710,1.78553052
ml,20200711,1.85674826
ml,20200712,1.46505068
ml,20200713,1.34296313
ml,20200714,1.21578859
ml,20200715,1.23104953
ml,20200716,1.17509273
ml,20200717,0.91565668
ml,20200718,0.92583064
ml,20200719,0.85969988
ml,20200720,0.73761232
ml,20200721,0.73252534
ml,20200722,0.65622062
ml,20200723,0.69182949
ml,20200724,0.69182949
ml,20200725,0.50361117
ml,20200726,0.49343721
ml,20200727,0.50361117
ml,20200728,0.51378513
ml,20200729,0.49343721
ml,20200730,0.44765438
ml,20200731,0.41713249
ml,20200801,0.34591474
ml,20200802,0.32047984
ml,20200803,0.33574078
ml,20200804,0.34591474
ml,20200805,0.33574078
ml,20200806,0.26452304
ml,20200807,0.29504493
ml,20200808,0.29504493
ml,20200809,0.31539286
ml,20200810,0.28995795
ml,20200811,0.30521889
ml,20200812,0.28995795
ml,20200813,0.31030587
ml,20200814,0.38152362
ml,20200815,0.31539286
ml,20200816,0.40187154
ml,20200817,0.37134965
ml,20200818,0.49343721
ml,20200819,0.62569873
ml,20200820,0.61552477
ml,20200821,0.58500288
ml,20200822,0.64604665
ml,20200823,0.68165553
ml,20200824,0.70200345
ml,20200825,0.68674251
ml,20200826,0.69182949
ml,20200827,0.68674251
ml,20200828,0.67656854
ml,20200829,0.70709043
ml,20200830,0.72743836
ml,20200831,0.80883006
ml,20200901,0.69182949
ml,20200902,0.56465495
ml,20200903,0.68674251
ml,20200904,0.71217741
ml,20200905,0.64095967
ml,20200906,0.68165553
ml,20200907,0.69691647
ml,20200908,0.82409101
ml,20200909,0.85969988
ml,20200910,0.92074366
ml,20200911,0.91056969
ml,20200912,0.89530875
ml,20200913,0.80883006
ml,20200914,0.76813421
ml,20200915,0.80883006
ml,20200916,0.82917799
ml,20200917,0.83426497
ml,20200918,0.80883006
ml,20200919,0.90039573
ml,20200920,0.88004781
ml,20200921,0.86987384
ml,20200922,0.78339516
ml,20200923,0.75287327
ml,20200924,0.69182949
ml,20200925,0.67148156
ml,20200926,0.77322119
ml,20200927,0.83426497
ml,20200928,0.82409101
ml,20200929,0.78848214
ml,20200930,0.76304723
ml,20201001,0.77322119
ml,20201002,0.83935195
ml,20201003,0.83935195
ml,20201004,0.83426497
ml,20201005,0.86987384
ml,20201006,0.83935195
ml,20201007,0.83935195
ml,20201008,0.89530875
ml,20201009,0.98687442
ml,20201010,0.9360046
ml,20201011,0.98178744
ml,20201012,1.01739631
ml,20201013,1.0479182
ml,20201014,1.0479182
ml,20201015,1.19035368
ml,20201016,1.20561462
ml,20201017,1.07844009
ml,20201018,1.06317914
ml,20201019,0.9919614
ml,20201020,1.10896197
ml,20201021,1.09878801
ml,20201022,1.10896197
ml,20201023,1.04283121
ml,20201024,0.99704838
ml,20201025,1.01230933
ml,20201026,1.03774423
ml,20201027,1.03265725
ml,20201028,1.11404896
ml,20201029,0.90548271
ml,20201030,0.82409101
ml,20201031,0.90039573
ml,20201101,0.84443893
ml,20201102,0.84443893
ml,20201103,0.84443893
ml,20201104,0.82409101
ml,20201105,0.92074366
ml,20201106,0.98178744
ml,20201107,1.08352707
ml,20201108,1.03774423
ml,20201109,0.94617857
ml,20201110,1.05300518
ml,20201111,0.97161347
ml,20201112,0.89530875
ml,20201113,1.13439688
ml,20201114,1.25648444
ml,20201115,1.32770218
ml,20201116,1.64309504
ml,20201117,1.50065955
ml,20201118,2.07040148
ml,20201119,1.88727015
ml,20201120,1.76518259
ml,20201121,2.21792395
ml,20201122,2.69610021
ml,20201123,2.69610021
ml,20201124,2.79275286
ml,20201125,3.15392855
ml,20201126,3.84067106
ml,20201127,3.60158293
ml,20201128,3.94241069
ml,20201129,4.33919525
ml,20201130,4.02380239
ml,20201201,4.28323845
ml,20201202,3.97801956
ml,20201203,4.35954317
ml,20201204,4.57828338
ml,20201205,4.2984994
ml,20201206,4.35445619
ml,20201207,4.72580585
ml,20201208,5.26502589
ml,20201209,4.9038502
ml,20201210,4.99032889
ml,20201211,5.67198441
mm,20200317,
mm,20200324,
mm,20200325,
mm,20200326,
mm,20200327,
mm,20200328,
mm,20200329,
mm,20200330,
mm,20200331,
mm,20200401,
mm,20200402,
mm,20200403,
mm,20200404,
mm,20200405,0.03885621
mm,20200406,0.03885621
mm,20200407,0.03700591
mm,20200408,0.03515561
mm,20200409,0.03515561
mm,20200410,0.0407065
mm,20200411,0.0425568
mm,20200412,0.0425568
mm,20200413,0.06105975
mm,20200414,0.08881418
mm,20200415,0.10916743
mm,20200416,0.10731714
mm,20200417,0.12026921
mm,20200418,0.13692187
mm,20200419,0.15912541
mm,20200420,0.16652659
mm,20200421,0.17947866
mm,20200422,0.18317925
mm,20200423,0.19428103
mm,20200424,0.19428103
mm,20200425,0.21463428
mm,20200426,0.21278398
mm,20200427,0.19428103
mm,20200428,0.15542482
mm,20200429,0.14062246
mm,20200430,0.14062246
mm,20200501,0.1221195
mm,20200502,0.10546684
mm,20200503,0.081413
mm,20200504,0.081413
mm,20200505,0.07771241
mm,20200506,0.07401182
mm,20200507,0.06476034
mm,20200508,0.081413
mm,20200509,0.06105975
mm,20200510,0.05920946
mm,20200511,0.06291005
mm,20200512,0.06291005
mm,20200513,0.05550886
mm,20200514,0.05735916
mm,20200515,0.05550886
mm,20200516,0.05735916
mm,20200517,0.05735916
mm,20200518,0.05920946
mm,20200519,0.05550886
mm,20200520,0.05920946
mm,20200521,0.06846093
mm,20200522,0.0425568
mm,20200523,0.04440709
mm,20200524,0.0425568
mm,20200525,0.03885621
mm,20200526,0.0425568
mm,20200527,0.04810768
mm,20200528,0.04625739
mm,20200529,0.04625739
mm,20200530,0.07771241
mm,20200531,0.07771241
mm,20200601,0.07586211
mm,20200602,0.06846093
mm,20200603,0.07401182
mm,20200604,0.06476034
mm,20200605,0.06846093
mm,20200606,0.06476034
mm,20200607,0.07216152
mm,20200608,0.07771241
mm,20200609,0.07586211
mm,20200610,0.07401182
mm,20200611,0.07956271
mm,20200612,0.10176625
mm,20200613,0.06846093
mm,20200614,0.06846093
mm,20200615,0.06291005
mm,20200616,0.06291005
mm,20200617,0.05365857
mm,20200618,0.05365857
mm,20200619,0.09251477
mm,20200620,0.09251477
mm,20200621,0.08696389
mm,20200622,0.08696389
mm,20200623,0.08696389
mm,20200624,0.08511359
mm,20200625,0.081413
mm,20200626,0.05920946
mm,20200627,0.05920946
mm,20200628,0.06476034
mm,20200629,0.06846093
mm,20200630,0.06846093
mm,20200701,0.06846093
mm,20200702,0.07586211
mm,20200703,0.03330532
mm,20200704,0.03700591
mm,20200705,0.04810768
mm,20200706,0.0425568
mm,20200707,0.04625739
mm,20200708,0.04440709
mm,20200709,0.04625739
mm,20200710,0.05180827
mm,20200711,0.06105975
mm,20200712,0.06291005
mm,20200713,0.05920946
mm,20200714,0.06846093
mm,20200715,0.07031123
mm,20200716,0.06105975
mm,20200717,0.06476034
mm,20200718,0.06105975
mm,20200719,0.05180827
mm,20200720,0.05180827
mm,20200721,0.04625739
mm,20200722,0.04625739
mm,20200723,0.04625739
mm,20200724,0.0407065
mm,20200725,0.03700591
mm,20200726,0.03515561
mm,20200727,0.03515561
mm,20200728,0.02590414
mm,20200729,0.02590414
mm,20200730,0.02960473
mm,20200731,0.02590414
mm,20200801,0.02590414
mm,20200802,0.02220355
mm,20200803,0.02220355
mm,20200804,0.02590414
mm,20200805,0.02775443
mm,20200806,0.02590414
mm,20200807,0.02960473
mm,20200808,0.02405384
mm,20200809,0.01850295
mm,20200810,0.01850295
mm,20200811,0.01850295
mm,20200812,0.01665266
mm,20200813,0.01480236
mm,20200814,0.02960473
mm,20200815,0.03885621
mm,20200816,0.03885621
mm,20200817,0.0407065
mm,20200818,0.03885621
mm,20200819,0.0425568
mm,20200820,0.07216152
mm,20200821,0.09251477
mm,20200822,0.14062246
mm,20200823,0.15727512
mm,20200824,0.19058043
mm,20200825,0.21093368
mm,20200826,0.26644255
mm,20200827,0.41631648
mm,20200828,0.47922653
mm,20200829,0.52178333
mm,20200830,0.6938608
mm,20200831,0.76232174
mm,20200901,0.94550099
mm,20200902,1.03431517
mm,20200903,1.22489561
mm,20200904,1.33961393
mm,20200905,1.44508077
mm,20200906,1.61900854
mm,20200907,1.85214577
mm,20200908,2.10193566
mm,20200909,2.41093501
mm,20200910,2.63297047
mm,20200911,3.0289337
mm,20200912,3.31017861
mm,20200913,3.78755485
mm,20200914,4.12245833
mm,20200915,4.4629127
mm,20200916,4.9920972
mm,20200917,5.24743798
mm,20200918,5.85803549
mm,20200919,6.30025611
mm,20200920,7.29756537
mm,20200921,8.03213268
mm,20200922,8.99428632
mm,20200923,9.53272231
mm,20200924,10.7650191
mm,20200925,11.56434675
mm,20200926,12.33591996
mm,20200927,13.31287597
mm,20200928,14.2824308
mm,20200929,15.41666193
mm,20200930,16.26224697
mm,20201001,17.53895085
mm,20201002,18.65837961
mm,20201003,20.17562191
mm,20201004,20.79732119
mm,20201005,22.1831925
mm,20201006,22.77713735
mm,20201007,24.1907631
mm,20201008,25.17512029
mm,20201009,25.77461603
mm,20201010,27.37327132
mm,20201011,29.73979924
mm,20201012,31.89909406
mm,20201013,32.71877496
mm,20201014,33.32752217
mm,20201015,33.21650444
mm,20201016,33.24610917
mm,20201017,33.23685769
mm,20201018,33.99362854
mm,20201019,33.73273688
mm,20201020,34.08984391
mm,20201021,34.17310721
mm,20201022,33.79194634
mm,20201023,34.34703498
mm,20201024,34.15460425
mm,20201025,32.79463707
mm,20201026,31.08496405
mm,20201027,31.24408946
mm,20201028,31.87874081
mm,20201029,32.83719387
mm,20201030,33.40153399
mm,20201031,33.32012099
mm,20201101,32.99261869
mm,20201102,32.15813543
mm,20201103,32.19884193
mm,20201104,32.01381238
mm,20201105,31.90649524
