geo_id,day,notification_rate_per_100000_population_14_days
eg,20200727,9.95
eg,20200803,6.68
eg,20200810,3.42
eg,20200817,1.98
eg,20200824,1.74
eg,20200831,2.24
eg,20200907,2.62
eg,20200914,2.27
eg,20200921,2.14
eg,20200928,1.82
eg,20201005,1.66
eg,20201012,1.54
eg,20201019,1.73
eg,20201026,2.14
eg,20201102,2.3
eg,20201109,2.65
eg,20201116,3.02
eg,20201123,3.81
eg,20201130,4.76
eg,20201207,5.38
eg,20201214,6.01
eg,20201221,7.1
eg,20201228,10.92
eg,20210104,16.57
eh,20200427,
eh,20200504,1.03
eh,20200511,0
eh,20200518,0
eh,20200525,0
eh,20200601,2.92
eh,20200608,2.92
eh,20200615,0
eh,20200622,0.34
eh,20200629,31.76
eh,20200706,84.81
eh,20200713,53.39
eh,20200720,42.41
eh,20200727,42.41
eh,20200803,0
eh,20200810,0
eh,20200817,0
eh,20200824,0
eh,20200831,0
eh,20200907,0
eh,20200914,0
eh,20200921,0
eh,20200928,0
eh,20201005,0
eh,20201012,0
eh,20201019,0
eh,20201026,0
eh,20201102,0
eh,20201109,0
eh,20201116,0
eh,20201123,0
eh,20201130,0
eh,20201207,0
eh,20201214,0
eh,20201221,0
eh,20201228,0
eh,20210104,0
el,20200106,
el,20200113,0
el,20200120,0
el,20200127,0
el,20200203,0
el,20200210,0
el,20200217,0
el,20200224,0
el,20200302,0.07
el,20200309,0.68
el,20200316,3.02
el,20200323,5.14
el,20200330,7.69
el,20200406,10.36
el,20200413,8.93
el,20200420,4.66
el,20200427,3.66
el,20200504,3.65
el,20200511,1.96
el,20200518,1.94
el,20200525,1.51
el,20200601,0.77
el,20200608,1.11
el,20200615,1.9
el,20200622,2.51
el,20200629,2.38
el,20200706,2.36
el,20200713,3.98
el,20200720,4.55
el,20200727,3.64
el,20200803,6.11
el,20200810,13.33
el,20200817,22.5
el,20200824,28.36
el,20200831,28.52
el,20200907,26.67
el,20200914,28.96
el,20200921,33.74
el,20200928,39.2
el,20201005,43.82
el,20201012,45.82
el,20201019,51.55
el,20201026,78.55
el,20201102,145.08
el,20201109,241.65
el,20201116,310.28
el,20201123,325.62
el,20201130,279.94
el,20201207,222.4
el,20201214,189.35
el,20201221,145.47
el,20201228,106.27
el,20210104,84.17
er,20200323,
er,20200330,0.34
er,20200406,0.8
er,20200413,0.63
er,20200420,0.29
er,20200427,0.14
er,20200504,0
er,20200511,0
er,20200518,0
er,20200525,0
er,20200601,0
er,20200608,0.06
er,20200615,1.63
er,20200622,2.92
er,20200629,2.72
er,20200706,2.06
er,20200713,1.17
er,20200720,1.03
er,20200727,0.89
er,20200803,0.8
er,20200810,0.63
er,20200817,0.17
er,20200824,0.6
er,20200831,0.94
er,20200907,0.69
er,20200914,1.23
er,20200921,0.97
er,20200928,0.4
er,20201005,0.97
er,20201012,1.12
er,20201019,0.77
er,20201026,1.34
er,20201102,1.09
er,20201109,0.86
er,20201116,0.86
er,20201123,1.72
er,20201130,2.4
er,20201207,2.32
er,20201214,3.83
er,20201221,5.0
er,20201228,9.38
er,20210104,15.9
es,20200106,
es,20200113,0
es,20200120,0
es,20200127,0
es,20200203,0.0
es,20200210,0.0
es,20200217,0.0
es,20200224,0
es,20200302,0.29
es,20200309,3.25
es,20200316,24.19
es,20200323,84.66
es,20200330,180.31
es,20200406,215.47
es,20200413,167.95
es,20200420,113.07
es,20200427,78.02
es,20200504,50.57
es,20200511,34.51
es,20200518,26.42
es,20200525,16.26
es,20200601,17.11
es,20200608,13.46
es,20200615,9.53
es,20200622,10.2
es,20200629,10.36
es,20200706,11.26
es,20200713,14.88
es,20200720,27.8
es,20200727,48.64
es,20200803,68.64
es,20200810,94.16
es,20200817,132.15
es,20200824,175.67
es,20200831,221.1
es,20200907,255.9
es,20200914,278.82
es,20200921,310.88
es,20200928,329.24
es,20201005,302.41
es,20201012,299.77
es,20201019,343.09
es,20201026,446.03
es,20201102,567.24
es,20201109,602.72
es,20201116,545.77
es,20201123,429.08
es,20201130,322.4
es,20201207,255.05
es,20201214,220.93
es,20201221,249.1
es,20201228,271.7
es,20210104,297.41
et,20200316,
et,20200323,0.01
et,20200330,0.01
et,20200406,0.03
et,20200413,0.05
et,20200420,0.06
et,20200427,0.05
et,20200504,0.02
et,20200511,0.1
et,20200518,0.16
et,20200525,0.31
et,20200601,0.76
et,20200608,1.28
et,20200615,1.94
et,20200622,2.24
et,20200629,2.09
et,20200706,1.17
et,20200713,1.67
et,20200720,3.26
et,20200727,5.72
et,20200803,7.58
et,20200810,7.9
et,20200817,10.6
et,20200824,15.93
et,20200831,18.96
et,20200907,16.06
et,20200914,11.76
et,20200921,9.05
et,20200928,8.06
et,20201005,8.92
et,20201012,9.78
et,20201019,9.21
et,20201026,8.07
et,20201102,6.64
et,20201109,5.65
et,20201116,5.48
et,20201123,5.45
et,20201130,6.08
et,20201207,6.7
et,20201214,6.46
et,20201221,5.94
et,20201228,5.69
et,20210104,5.06
fi,20200106,
fi,20200113,0
fi,20200120,0
fi,20200127,0
fi,20200203,0.02
fi,20200210,0.02
fi,20200217,0
fi,20200224,0
fi,20200302,0.09
fi,20200309,0.53
fi,20200316,4.73
fi,20200323,10.8
fi,20200330,17.23
fi,20200406,23.58
fi,20200413,31.82
fi,20200420,33.64
fi,20200427,29.03
fi,20200504,26.66
fi,20200511,25.12
fi,20200518,19.81
fi,20200525,11.18
fi,20200601,9.28
fi,20200608,7.29
fi,20200615,4.44
fi,20200622,2.94
fi,20200629,1.58
fi,20200706,2.34
fi,20200713,1.83
fi,20200720,1.2
fi,20200727,1.83
fi,20200803,2.08
fi,20200810,3.46
fi,20200817,5.04
fi,20200824,6.09
fi,20200831,6.27
fi,20200907,6.72
fi,20200914,9.12
fi,20200921,12.49
fi,20200928,19.97
fi,20201005,28.24
fi,20201012,41.97
fi,20201019,52.3
fi,20201026,51.65
fi,20201102,51.96
fi,20201109,53.44
fi,20201116,54.8
fi,20201123,69.63
fi,20201130,96.3
fi,20201207,108.59
fi,20201214,112.02
fi,20201221,100.24
fi,20201228,78.42
fi,20210104,68.09
fj,20200323,
fj,20200330,0.56
fj,20200406,1.24
fj,20200413,1.24
fj,20200420,0.34
fj,20200427,0.22
fj,20200504,0.11
fj,20200511,0
fj,20200518,0
fj,20200525,0
fj,20200601,0
fj,20200608,0
fj,20200615,0
fj,20200622,0
fj,20200629,0
fj,20200706,0
fj,20200713,0.9
fj,20200720,0.9
fj,20200727,0.11
fj,20200803,0.11
fj,20200810,0
fj,20200817,0.11
fj,20200824,0.11
fj,20200831,0
fj,20200907,0.34
fj,20200914,0.45
fj,20200921,0.11
fj,20200928,0
fj,20201005,0
fj,20201012,0
fj,20201019,0
fj,20201026,0.11
fj,20201102,0.22
fj,20201109,0.11
fj,20201116,0.11
fj,20201123,0.11
fj,20201130,0.79
fj,20201207,1.01
fj,20201214,0.45
fj,20201221,0.22
fj,20201228,0
fj,20210104,0.34
fk,20200406,
fk,20200413,148.28
fk,20200420,266.9
fk,20200427,237.25
fk,20200504,59.31
fk,20200511,0
fk,20200518,0
fk,20200525,0
fk,20200601,0
fk,20200608,0
fk,20200615,0
fk,20200622,0
fk,20200629,0
fk,20200706,0
fk,20200713,0
fk,20200720,0
fk,20200727,0
fk,20200803,0
fk,20200810,0
fk,20200817,0
fk,20200824,0
fk,20200831,0
fk,20200907,0
fk,20200914,0
fk,20200921,0
fk,20200928,0
fk,20201005,0
fk,20201012,0
fk,20201019,0
fk,20201026,0
fk,20201102,0
fk,20201109,0
fk,20201116,59.31
fk,20201123,88.97
fk,20201130,59.31
fk,20201207,29.66
fk,20201214,59.31
fk,20201221,177.94
fk,20201228,266.9
fk,20210104,177.94
fo,20200309,
fo,20200316,18.49
fo,20200323,230.09
fo,20200330,308.15
fo,20200406,135.59
fo,20200413,51.36
fo,20200420,8.22
fo,20200427,6.16
fo,20200504,4.11
fo,20200511,0
fo,20200518,0
fo,20200525,0
fo,20200601,0
fo,20200608,0
fo,20200615,0
fo,20200622,0
fo,20200629,0
fo,20200706,0
fo,20200713,2.05
fo,20200720,8.22
fo,20200727,6.16
fo,20200803,69.85
fo,20200810,205.44
fo,20200817,301.99
fo,20200824,191.06
fo,20200831,80.12
fo,20200907,59.58
fo,20200914,24.65
fo,20200921,43.14
fo,20200928,76.01
fo,20201005,82.17
fo,20201012,34.92
fo,20201019,22.6
fo,20201026,26.71
fo,20201102,20.54
fo,20201109,14.38
fo,20201116,6.16
fo,20201123,6.16
fo,20201130,8.22
fo,20201207,20.54
fo,20201214,53.41
fo,20201221,73.96
fo,20201228,110.94
fo,20210104,152.02
fr,20200106,
fr,20200113,0
fr,20200120,0
fr,20200127,0.0
fr,20200203,0.01
fr,20200210,0.01
fr,20200217,0.01
fr,20200224,0.0
fr,20200302,0.18
fr,20200309,1.66
fr,20200316,7.9
fr,20200323,22.22
fr,20200330,51.86
fr,20200406,81.27
fr,20200413,82.42
fr,20200420,62.87
fr,20200427,43.53
fr,20200504,27.88
fr,20200511,21.62
fr,20200518,16.6
fr,20200525,8.74
fr,20200601,13.94
fr,20200608,13.51
fr,20200615,8.16
fr,20200622,9.55
fr,20200629,8.53
fr,20200706,9.82
fr,20200713,11.66
fr,20200720,11.51
fr,20200727,14.59
fr,20200803,19.76
fr,20200810,25.95
fr,20200817,45.69
fr,20200824,67.12
fr,20200831,88.65
fr,20200907,122.18
fr,20200914,153.93
fr,20200921,192.48
fr,20200928,234.99
fr,20201005,246.83
fr,20201012,293.09
fr,20201019,414.64
fr,20201026,602.17
fr,20201102,771.32
fr,20201109,968.2
fr,20201116,847.47
fr,20201123,526.59
fr,20201130,353.15
fr,20201207,227.25
fr,20201214,236.33
fr,20201221,269.88
fr,20201228,277.25
fr,20210104,272.15
ga,20200316,
ga,20200323,0.28
ga,20200330,0.28
ga,20200406,0.69
ga,20200413,2.3
ga,20200420,4.05
ga,20200427,5.48
ga,20200504,10.4
ga,20200511,22.32
ga,20200518,45.34
ga,20200525,58.59
ga,20200601,61.45
ga,20200608,53.71
ga,20200615,37.19
ga,20200622,61.08
ga,20200629,80.37
ga,20200706,54.87
ga,20200713,33.74
ga,20200720,31.99
ga,20200727,47.96
ga,20200803,55.97
ga,20200810,43.22
ga,20200817,31.94
ga,20200824,21.4
ga,20200831,12.89
ga,20200907,9.8
ga,20200914,6.35
ga,20200921,4.37
ga,20200928,3.91
ga,20201005,4.65
ga,20201012,4.93
ga,20201019,3.87
ga,20201026,3.87
ga,20201102,4.0
ga,20201109,4.74
ga,20201116,4.33
ga,20201123,5.02
ga,20201130,5.94
ga,20201207,5.66
ga,20201214,7.36
ga,20201221,7.64
ga,20201228,7.32
ga,20210104,8.52
gd,20200323,
gd,20200330,8.04
gd,20200406,9.82
gd,20200413,4.46
gd,20200420,1.79
gd,20200427,3.57
gd,20200504,6.25
gd,20200511,2.68
gd,20200518,0.89
gd,20200525,0.89
gd,20200601,0.89
gd,20200608,0.89
gd,20200615,0
gd,20200622,0
gd,20200629,0
gd,20200706,0
gd,20200713,0
gd,20200720,0
gd,20200727,0
gd,20200803,0.89
gd,20200810,0.89
gd,20200817,0
gd,20200824,0
gd,20200831,0
gd,20200907,0
gd,20200914,0
gd,20200921,0
gd,20200928,0
gd,20201005,0
gd,20201012,0
gd,20201019,2.68
gd,20201026,3.57
gd,20201102,0.89
gd,20201109,3.57
gd,20201116,3.57
gd,20201123,8.04
gd,20201130,8.04
gd,20201207,0
gd,20201214,25.0
gd,20201221,58.93
gd,20201228,41.96
gd,20210104,24.11
ge,20200106,
ge,20200113,0
ge,20200120,0
ge,20200127,0
ge,20200203,0
ge,20200210,0
ge,20200217,0
ge,20200224,0
ge,20200302,0.08
ge,20200309,0.33
ge,20200316,0.68
ge,20200323,1.03
ge,20200330,1.5
ge,20200406,3.0
ge,20200413,4.18
ge,20200420,5.5
ge,20200427,5.73
ge,20200504,4.88
ge,20200511,3.73
ge,20200518,2.8
ge,20200525,2.38
ge,20200601,2.05
ge,20200608,1.95
ge,20200615,2.4
ge,20200622,2.5
ge,20200629,1.18
ge,20200706,1.13
ge,20200713,1.73
ge,20200720,1.88
ge,20200727,3.55
ge,20200803,3.73
ge,20200810,2.83
ge,20200817,4.1
ge,20200824,4.03
ge,20200831,3.65
ge,20200907,5.73
ge,20200914,22.64
ge,20200921,51.42
ge,20200928,79.06
ge,20201005,110.66
ge,20201012,156.18
ge,20201019,234.16
ge,20201026,463.1
ge,20201102,628.06
ge,20201109,760.04
ge,20201116,1007.22
ge,20201123,1201.22
ge,20201130,1319.79
ge,20201207,1408.29
ge,20201214,1388.1
ge,20201221,1113.05
ge,20201228,777.63
ge,20210104,507.94
gg,20200323,
gg,20200330,69.8
gg,20200406,212.51
gg,20200413,268.35
gg,20200420,131.85
gg,20200427,44.98
gg,20200504,20.17
gg,20200511,7.76
gg,20200518,0
gg,20200525,0
gg,20200601,0
gg,20200608,0
gg,20200615,0
gg,20200622,0
gg,20200629,0
gg,20200706,0
gg,20200713,0
gg,20200720,0
gg,20200727,0
gg,20200803,0
gg,20200810,0
gg,20200817,0
gg,20200824,0
gg,20200831,0
gg,20200907,0
gg,20200914,1.55
gg,20200921,4.65
gg,20200928,4.65
gg,20201005,3.1
gg,20201012,3.1
gg,20201019,1.55
gg,20201026,10.86
gg,20201102,18.61
gg,20201109,21.72
gg,20201116,18.61
gg,20201123,6.2
gg,20201130,6.2
gg,20201207,7.76
gg,20201214,4.65
gg,20201221,7.76
gg,20201228,12.41
gg,20210104,10.86
gh,20200316,
gh,20200323,0.08
gh,20200330,0.49
gh,20200406,0.62
gh,20200413,1.36
gh,20200420,2.72
gh,20200427,3.23
gh,20200504,3.71
gh,20200511,8.92
gh,20200518,11.72
gh,20200525,7.96
gh,20200601,7.68
gh,20200608,9.71
gh,20200615,12.8
gh,20200622,14.85
gh,20200629,17.71
gh,20200706,19.5
gh,20200713,23.56
gh,20200720,24.93
gh,20200727,27.78
gh,20200803,30.73
gh,20200810,26.41
gh,20200817,18.14
gh,20200824,8.23
gh,20200831,5.5
gh,20200907,4.18
gh,20200914,4.04
gh,20200921,4.03
gh,20200928,3.13
gh,20201005,2.71
gh,20201012,2.03
gh,20201019,1.58
gh,20201026,2.25
gh,20201102,2.68
gh,20201109,4.97
gh,20201116,6.57
gh,20201123,5.5
gh,20201130,4.75
gh,20201207,4.6
gh,20201214,4.75
gh,20201221,4.53
gh,20201228,4.9
gh,20210104,4.98
gi,20200323,
gi,20200330,192.84
gi,20200406,261.08
gi,20200413,189.88
gi,20200420,89.0
gi,20200427,35.6
gi,20200504,32.64
gi,20200511,14.83
gi,20200518,8.9
gi,20200525,14.83
gi,20200601,65.27
gi,20200608,71.2
gi,20200615,20.77
gi,20200622,2.97
gi,20200629,2.97
gi,20200706,5.93
gi,20200713,8.9
gi,20200720,5.93
gi,20200727,14.83
gi,20200803,23.73
gi,20200810,35.6
gi,20200817,80.1
gi,20200824,94.94
gi,20200831,207.68
gi,20200907,255.15
gi,20200914,133.51
gi,20200921,103.84
gi,20200928,145.37
gi,20201005,243.28
gi,20201012,314.48
gi,20201019,412.39
gi,20201026,539.96
gi,20201102,391.62
gi,20201109,373.82
gi,20201116,590.4
gi,20201123,489.53
gi,20201130,332.29
gi,20201207,281.85
gi,20201214,180.98
gi,20201221,566.66
gi,20201228,1872.07
gi,20210104,3447.46
gl,20200323,
gl,20200330,17.65
gl,20200406,15.88
gl,20200413,1.76
gl,20200420,0
gl,20200427,0
gl,20200504,0
gl,20200511,0
gl,20200518,0
gl,20200525,0
gl,20200601,3.53
gl,20200608,3.53
gl,20200615,0
gl,20200622,0
gl,20200629,0
gl,20200706,0
gl,20200713,0
gl,20200720,0
gl,20200727,0
gl,20200803,1.76
gl,20200810,1.76
gl,20200817,0
gl,20200824,0
gl,20200831,0
gl,20200907,0
gl,20200914,0
gl,20200921,0
gl,20200928,0
gl,20201005,0
gl,20201012,3.53
gl,20201019,3.53
gl,20201026,1.76
gl,20201102,1.76
gl,20201109,0
gl,20201116,0
gl,20201123,1.76
gl,20201130,1.76
gl,20201207,0
gl,20201214,1.76
gl,20201221,1.76
gl,20201228,12.35
gl,20210104,14.12
gm,20200323,
gm,20200330,0.13
gm,20200406,0.13
gm,20200413,0.26
gm,20200420,0.26
gm,20200427,0.04
gm,20200504,0.3
gm,20200511,0.43
gm,20200518,0.26
gm,20200525,0.21
gm,20200601,0.09
gm,20200608,0.04
gm,20200615,0.13
gm,20200622,0.47
gm,20200629,0.72
gm,20200706,0.85
gm,20200713,0.81
gm,20200720,1.53
gm,20200727,9.07
gm,20200803,17.25
gm,20200810,40.81
gm,20200817,58.53
gm,20200824,51.2
gm,20200831,46.47
gm,20200907,32.37
gm,20200914,18.83
gm,20200921,14.01
gm,20200928,6.99
gm,20201005,2.9
gm,20201012,2.68
gm,20201019,2.34
gm,20201026,1.19
gm,20201102,0.98
gm,20201109,1.02
gm,20201116,1.28
gm,20201123,1.79
gm,20201130,1.36
gm,20201207,1.87
gm,20201214,2.04
gm,20201221,0.81
gm,20201228,0.64
gm,20210104,0.72
gn,20200323,
gn,20200330,0.06
gn,20200406,0.93
gn,20200413,1.89
gn,20200420,3.59
gn,20200427,6.61
gn,20200504,7.88
gn,20200511,8.24
gn,20200518,8.39
gn,20200525,8.84
gn,20200601,8.71
gn,20200608,6.97
gn,20200615,5.96
gn,20200622,6.44
gn,20200629,6.34
gn,20200706,4.87
gn,20200713,6.26
gn,20200720,7.31
gn,20200727,6.79
gn,20200803,6.42
gn,20200810,7.22
gn,20200817,8.75
gn,20200824,8.12
gn,20200831,6.96
gn,20200907,5.91
gn,20200914,5.08
gn,20200921,4.72
gn,20200928,4.38
gn,20201005,3.36
gn,20201012,3.46
gn,20201019,5.98
gn,20201026,5.07
gn,20201102,5.3
gn,20201109,5.93
gn,20201116,3.26
gn,20201123,3.13
gn,20201130,3.35
gn,20201207,3.19
gn,20201214,3.27
gn,20201221,2.48
gn,20201228,1.81
gn,20210104,1.95
gq,20200316,
gq,20200323,0.44
gq,20200330,0.96
gq,20200406,0.74
gq,20200413,0.52
gq,20200420,4.65
gq,20200427,17.48
gq,20200504,17.4
gq,20200511,13.35
gq,20200518,20.58
gq,20200525,44.54
gq,20200601,52.51
gq,20200608,19.4
gq,20200615,0
gq,20200622,26.4
gq,20200629,51.25
gq,20200706,103.76
gq,20200713,78.91
gq,20200720,0
gq,20200727,0
gq,20200803,129.06
gq,20200810,129.06
gq,20200817,0
gq,20200824,7.74
gq,20200831,8.85
gq,20200907,3.39
gq,20200914,4.06
gq,20200921,2.21
gq,20200928,2.36
gq,20201005,3.17
gq,20201012,2.58
gq,20201019,1.84
gq,20201026,1.18
gq,20201102,1.4
gq,20201109,0.96
gq,20201116,1.11
gq,20201123,2.8
gq,20201130,3.61
gq,20201207,2.65
gq,20201214,3.1
gq,20201221,4.79
gq,20201228,3.91
gq,20210104,3.54
gt,20200316,
gt,20200323,0.11
gt,20200330,0.2
gt,20200406,0.29
gt,20200413,0.68
gt,20200420,1.25
gt,20200427,1.96
gt,20200504,2.35
gt,20200511,3.14
gt,20200518,6.88
gt,20200525,13.49
gt,20200601,18.06
gt,20200608,20.65
gt,20200615,27.06
gt,20200622,34.64
gt,20200629,40.3
gt,20200706,57.46
gt,20200713,70.67
gt,20200720,87.76
gt,20200727,89.29
gt,20200803,71.83
gt,20200810,65.71
gt,20200817,64.02
gt,20200824,65.88
gt,20200831,64.56
gt,20200907,54.01
gt,20200914,45.49
gt,20200921,44.14
gt,20200928,46.54
gt,20201005,48.45
gt,20201012,43.36
gt,20201019,42.07
gt,20201026,40.22
gt,20201102,38.36
gt,20201109,36.83
gt,20201116,38.57
gt,20201123,41.9
gt,20201130,40.3
gt,20201207,39.37
gt,20201214,41.58
gt,20201221,45.79
gt,20201228,35.03
gt,20210104,28.75
gu,20200323,
gu,20200330,33.47
gu,20200406,49.61
gu,20200413,46.03
gu,20200420,15.54
gu,20200427,5.38
gu,20200504,7.77
gu,20200511,5.38
gu,20200518,2.99
gu,20200525,8.97
gu,20200601,12.55
gu,20200608,7.77
gu,20200615,5.98
gu,20200622,25.7
gu,20200629,40.65
gu,20200706,47.22
gu,20200713,35.27
gu,20200720,10.76
gu,20200727,20.32
gu,20200803,29.29
gu,20200810,43.04
gu,20200817,113.57
gu,20200824,240.29
gu,20200831,471.62
gu,20200907,477.6
gu,20200914,325.17
gu,20200921,297.68
gu,20200928,276.76
gu,20201005,347.89
gu,20201012,432.77
gu,20201019,583.4
gu,20201026,680.24
gu,20201102,608.51
gu,20201109,607.91
gu,20201116,853.58
gu,20201123,786.63
gu,20201130,416.63
gu,20201207,271.97
gu,20201214,172.15
gu,20201221,123.73
gu,20201228,98.03
gu,20210104,69.34
gw,20200330,
gw,20200406,0.94
gw,20200413,1.93
gw,20200420,1.67
gw,20200427,0.73
gw,20200504,12.6
gw,20200511,35.04
gw,20200518,36.34
gw,20200525,23.27
gw,20200601,17.28
gw,20200608,10.15
gw,20200615,7.18
gw,20200622,9.01
gw,20200629,8.02
gw,20200706,11.66
gw,20200713,11.87
gw,20200720,8.43
gw,20200727,5.83
gw,20200803,2.81
gw,20200810,5.1
gw,20200817,7.08
gw,20200824,5.05
gw,20200831,4.58
gw,20200907,5.0
gw,20200914,3.64
gw,20200921,3.02
gw,20200928,2.55
gw,20201005,3.07
gw,20201012,3.18
gw,20201019,1.41
gw,20201026,0.94
gw,20201102,1.25
gw,20201109,0.52
gw,20201116,0.31
gw,20201123,0.42
gw,20201130,0.16
gw,20201207,1.09
gw,20201214,1.3
gw,20201221,0.26
gw,20201228,0
gw,20210104,0
gy,20200316,
gy,20200323,0.64
gy,20200330,0.51
gy,20200406,3.07
gy,20200413,4.73
gy,20200420,4.6
gy,20200427,3.7
gy,20200504,2.17
gy,20200511,3.83
gy,20200518,4.47
gy,20200525,3.96
gy,20200601,4.6
gy,20200608,2.43
gy,20200615,0.77
gy,20200622,3.83
gy,20200629,9.07
gy,20200706,11.37
gy,20200713,8.56
gy,20200720,8.05
gy,20200727,9.33
gy,20200803,17.63
gy,20200810,25.29
gy,20200817,30.02
gy,20200824,49.44
gy,20200831,67.07
gy,20200907,65.54
gy,20200914,79.08
gy,20200921,102.33
gy,20200928,117.4
gy,20201005,105.27
gy,20201012,89.04
gy,20201019,81.89
gy,20201026,70.77
gy,20201102,60.55
gy,20201109,62.73
gy,20201116,78.57
gy,20201123,79.08
gy,20201130,70.65
gy,20201207,67.96
gy,20201214,69.5
gy,20201221,64.64
gy,20201228,47.65
gy,20210104,23.89
hn,20200316,
hn,20200323,0.28
hn,20200330,1.36
hn,20200406,2.78
hn,20200413,2.65
hn,20200420,1.84
hn,20200427,2.71
hn,20200504,5.93
hn,20200511,13.45
hn,20200518,16.32
hn,20200525,20.3
hn,20200601,26.23
hn,20200608,24.39
hn,20200615,37.51
hn,20200622,66.1
hn,20200629,94.64
hn,20200706,114.65
hn,20200713,102.69
hn,20200720,101.5
hn,20200727,114.77
hn,20200803,96.06
hn,20200810,83.91
hn,20200817,74.95
hn,20200824,72.41
hn,20200831,99.24
hn,20200907,105.2
hn,20200914,78.13
hn,20200921,70.3
hn,20200928,75.11
hn,20201005,82.22
hn,20201012,92.06
hn,20201019,90.25
hn,20201026,93.71
hn,20201102,100.42
hn,20201109,74.84
hn,20201116,50.17
hn,20201123,40.29
hn,20201130,49.11
hn,20201207,67.6
hn,20201214,66.4
hn,20201221,61.55
hn,20201228,58.94
hn,20210104,65.12
hr,20200106,
hr,20200113,0
hr,20200120,0
hr,20200127,0
hr,20200203,0
hr,20200210,0
hr,20200217,0
hr,20200224,0
hr,20200302,0.17
hr,20200309,0.29
hr,20200316,1.01
hr,20200323,5.47
hr,20200330,16.31
hr,20200406,23.23
hr,20200413,21.76
hr,20200420,16.9
hr,20200427,10.55
hr,20200504,5.52
hr,20200511,3.85
hr,20200518,3.19
hr,20200525,1.4
hr,20200601,0.49
hr,20200608,0.07
hr,20200615,0.15
hr,20200622,1.72
hr,20200629,10.77
hr,20200706,20.46
hr,20200713,25.29
hr,20200720,29.51
hr,20200727,27.84
hr,20200803,22.23
hr,20200810,18.33
hr,20200817,32.16
hr,20200824,63.07
hr,20200831,87.14
hr,20200907,92.95
hr,20200914,83.66
hr,20200921,72.57
hr,20200928,65.35
hr,20201005,67.15
hr,20201012,104.09
hr,20201019,194.32
hr,20201026,391.05
hr,20201102,635.76
hr,20201109,757.24
hr,20201116,802.48
hr,20201123,894.72
hr,20201130,1040.32
hr,20201207,1144.07
hr,20201214,1208.81
hr,20201221,1113.16
hr,20201228,720.27
hr,20210104,422.69
ht,20200323,
ht,20200330,0.13
ht,20200406,0.17
ht,20200413,0.16
ht,20200420,0.23
ht,20200427,0.35
ht,20200504,0.34
ht,20200511,0.98
ht,20200518,3.29
ht,20200525,6.89
ht,20200601,14.81
ht,20200608,21.1
ht,20200615,19.4
ht,20200622,16.67
ht,20200629,13.66
ht,20200706,9.96
ht,20200713,7.81
ht,20200720,6.39
ht,20200727,5.22
ht,20200803,3.76
ht,20200810,2.83
ht,20200817,3.58
ht,20200824,3.98
ht,20200831,2.93
ht,20200907,2.47
ht,20200914,2.52
ht,20200921,2.3
ht,20200928,2.04
ht,20201005,1.78
ht,20201012,1.41
ht,20201019,0.94
ht,20201026,1.28
ht,20201102,1.15
ht,20201109,0.9
ht,20201116,1.11
ht,20201123,0.77
ht,20201130,0.75
ht,20201207,1.39
ht,20201214,2.67
ht,20201221,3.56
ht,20201228,3.85
ht,20210104,3.16
hu,20200309,
hu,20200316,0.4
hu,20200323,1.63
hu,20200330,4.17
hu,20200406,5.9
hu,20200413,10.35
hu,20200420,12.69
hu,20200427,11.51
hu,20200504,10.75
hu,20200511,7.17
hu,20200518,5.12
hu,20200525,4.83
hu,20200601,3.49
hu,20200608,2.19
hu,20200615,2.05
hu,20200622,1.35
hu,20200629,0.68
hu,20200706,0.83
hu,20200713,0.94
hu,20200720,1.53
hu,20200727,2.19
hu,20200803,2.07
hu,20200810,2.54
hu,20200817,3.9
hu,20200824,4.7
hu,20200831,10.69
hu,20200907,33.07
hu,20200914,64.96
hu,20200921,107.23
hu,20200928,126.95
hu,20201005,129.07
hu,20201012,141.83
hu,20201019,166.67
hu,20201026,235.2
hu,20201102,358.26
hu,20201109,544.52
hu,20201116,661.8
hu,20201123,646.43
hu,20201130,712.86
hu,20201207,779.68
hu,20201214,683.0
hu,20201221,521.67
hu,20201228,335.62
hu,20210104,242.73
id,20200106,
id,20200113,0
id,20200120,0
id,20200127,0
id,20200203,0
id,20200210,0
id,20200217,0
id,20200224,0
id,20200302,0.0
id,20200309,0.0
id,20200316,0.04
id,20200323,0.19
id,20200330,0.43
id,20200406,0.65
id,20200413,1.09
id,20200420,1.59
id,20200427,1.71
id,20200504,1.71
id,20200511,1.9
id,20200518,2.34
id,20200525,3.04
id,20200601,3.31
id,20200608,3.29
id,20200615,4.36
id,20200622,5.43
id,20200629,5.81
id,20200706,6.6
id,20200713,8.01
id,20200720,8.41
id,20200727,8.53
id,20200803,9.21
id,20200810,9.84
id,20200817,10.38
id,20200824,10.4
id,20200831,12.01
id,20200907,14.99
id,20200914,17.12
id,20200921,18.69
id,20200928,21.0
id,20201005,21.74
id,20201012,21.52
id,20201019,21.57
id,20201026,20.79
id,20201102,18.81
id,20201109,17.74
id,20201116,20.08
id,20201123,22.15
id,20201130,24.81
id,20201207,28.87
id,20201214,30.87
id,20201221,32.94
id,20201228,35.31
id,20210104,34.57
ie,20200106,
ie,20200113,0
ie,20200120,0
ie,20200127,0
ie,20200203,0
ie,20200210,0
ie,20200217,0
ie,20200224,0
ie,20200302,0.02
ie,20200309,0.43
ie,20200316,3.43
ie,20200323,18.05
ie,20200330,49.88
