geo_id,day,notification_rate_per_100000_population_14_days
bt,20200824,5.9
bt,20200831,10.88
bt,20200907,9.83
bt,20200914,2.75
bt,20200921,4.06
bt,20200928,3.67
bt,20201005,4.85
bt,20201012,4.72
bt,20201019,3.8
bt,20201026,4.32
bt,20201102,3.54
bt,20201109,2.23
bt,20201116,2.75
bt,20201123,3.01
bt,20201130,2.75
bt,20201207,6.29
bt,20201214,5.5
bt,20201221,4.85
bt,20201228,24.24
bt,20210104,32.63
bw,20200406,
bw,20200413,0.56
bw,20200420,0.61
bw,20200427,0.39
bw,20200504,0.13
bw,20200511,0.04
bw,20200518,0.09
bw,20200525,0.52
bw,20200601,0.56
bw,20200608,0.22
bw,20200615,0.95
bw,20200622,2.13
bw,20200629,2.82
bw,20200706,8.07
bw,20200713,11.89
bw,20200720,10.72
bw,20200727,12.46
bw,20200803,12.24
bw,20200810,9.68
bw,20200817,17.8
bw,20200824,17.32
bw,20200831,18.19
bw,20200907,30.13
bw,20200914,26.87
bw,20200921,24.53
bw,20200928,29.04
bw,20201005,26.26
bw,20201012,69.41
bw,20201019,89.86
bw,20201026,60.9
bw,20201102,60.77
bw,20201109,83.0
bw,20201116,68.72
bw,20201123,76.36
bw,20201130,76.7
bw,20201207,84.08
bw,20201214,125.06
bw,20201221,64.37
bw,20201228,50.01
bw,20210104,76.01
by,20200106,
by,20200113,0
by,20200120,0
by,20200127,0
by,20200203,0
by,20200210,0
by,20200217,0
by,20200224,0
by,20200302,0.01
by,20200309,0.06
by,20200316,0.28
by,20200323,0.74
by,20200330,0.71
by,20200406,5.16
by,20200413,26.28
by,20200420,55.47
by,20200427,83.42
by,20200504,115.29
by,20200511,132.35
by,20200518,136.95
by,20200525,139.91
by,20200601,136.54
by,20200608,131.52
by,20200615,120.78
by,20200622,104.47
by,20200629,79.37
by,20200706,53.41
by,20200713,36.57
by,20200720,26.88
by,20200727,23.27
by,20200803,20.86
by,20200810,18.18
by,20200817,15.33
by,20200824,17.12
by,20200831,22.97
by,20200907,25.3
by,20200914,26.3
by,20200921,29.78
by,20200928,36.35
by,20201005,48.89
by,20201012,62.68
by,20201019,78.32
by,20201026,98.27
by,20201102,124.42
by,20201109,142.36
by,20201116,155.79
by,20201123,187.47
by,20201130,220.29
by,20201207,245.0
by,20201214,267.52
by,20201221,278.93
by,20201228,299.32
by,20210104,279.71
bz,20200330,
bz,20200406,1.28
bz,20200413,3.07
bz,20200420,3.33
bz,20200427,1.02
bz,20200504,0
bz,20200511,0
bz,20200518,0
bz,20200525,0
bz,20200601,0
bz,20200608,0
bz,20200615,0.77
bz,20200622,1.02
bz,20200629,0.77
bz,20200706,2.05
bz,20200713,3.33
bz,20200720,2.56
bz,20200727,2.82
bz,20200803,4.36
bz,20200810,27.16
bz,20200817,101.19
bz,20200824,136.29
bz,20200831,138.85
bz,20200907,147.3
bz,20200914,124.5
bz,20200921,93.76
bz,20200928,95.81
bz,20201005,145.77
bz,20201012,146.79
bz,20201019,158.06
bz,20201026,183.94
bz,20201102,166.26
bz,20201109,264.12
bz,20201116,358.4
bz,20201123,257.97
bz,20201130,225.95
bz,20201207,662.48
bz,20201214,909.95
bz,20201221,608.68
bz,20201228,324.32
bz,20210104,193.67
ca,20200106,
ca,20200113,0
ca,20200120,0
ca,20200127,0.0
ca,20200203,0.01
ca,20200210,0.02
ca,20200217,0.01
ca,20200224,0.01
ca,20200302,0.04
ca,20200309,0.14
ca,20200316,0.75
ca,20200323,3.66
ca,20200330,15.91
ca,20200406,37.6
ca,20200413,48.41
ca,20200420,51.54
ca,20200427,60.19
ca,20200504,66.02
ca,20200511,58.71
ca,20200518,46.82
ca,20200525,42.34
ca,20200601,37.28
ca,20200608,29.4
ca,20200615,20.96
ca,20200622,15.07
ca,20200629,11.93
ca,20200706,11.22
ca,20200713,11.6
ca,20200720,12.87
ca,20200727,16.89
ca,20200803,17.46
ca,20200810,14.84
ca,20200817,13.95
ca,20200824,14.55
ca,20200831,15.65
ca,20200907,18.71
ca,20200914,23.31
ca,20200921,31.42
ca,20200928,44.01
ca,20201005,60.16
ca,20201012,66.8
ca,20201019,85.51
ca,20201026,101.54
ca,20201102,103.43
ca,20201109,128.33
ca,20201116,158.34
ca,20201123,177.46
ca,20201130,198.34
ca,20201207,226.35
ca,20201214,241.81
ca,20201221,267.65
ca,20201228,243.98
ca,20210104,230.81
cd,20200316,
cd,20200323,0.03
cd,20200330,0.09
cd,20200406,0.15
cd,20200413,0.18
cd,20200420,0.21
cd,20200427,0.26
cd,20200504,0.41
cd,20200511,0.65
cd,20200518,0.89
cd,20200525,1.47
cd,20200601,1.84
cd,20200608,1.98
cd,20200615,1.99
cd,20200622,2.09
cd,20200629,2.36
cd,20200706,1.83
cd,20200713,1.39
cd,20200720,1.14
cd,20200727,0.92
cd,20200803,0.82
cd,20200810,0.72
cd,20200817,0.65
cd,20200824,0.43
cd,20200831,0.43
cd,20200907,0.44
cd,20200914,0.4
cd,20200921,0.35
cd,20200928,0.26
cd,20201005,0.28
cd,20201012,0.28
cd,20201019,0.34
cd,20201026,0.34
cd,20201102,0.37
cd,20201109,0.54
cd,20201116,0.48
cd,20201123,0.73
cd,20201130,1.05
cd,20201207,1.56
cd,20201214,2.09
cd,20201221,2.55
cd,20201228,2.77
cd,20210104,2.7
cf,20200316,
cf,20200323,0.08
cf,20200330,0.11
cf,20200406,0.11
cf,20200413,0.11
cf,20200420,0.06
cf,20200427,0.17
cf,20200504,1.26
cf,20200511,3.37
cf,20200518,5.37
cf,20200525,8.96
cf,20200601,14.41
cf,20200608,21.71
cf,20200615,25.52
cf,20200622,24.74
cf,20200629,25.44
cf,20200706,24.47
cf,20200713,18.1
cf,20200720,10.87
cf,20200727,6.55
cf,20200803,2.72
cf,20200810,0.89
cf,20200817,0.8
cf,20200824,0.8
cf,20200831,1.01
cf,20200907,1.05
cf,20200914,1.03
cf,20200921,1.35
cf,20200928,1.2
cf,20201005,1.1
cf,20201012,1.01
cf,20201019,0.21
cf,20201026,0.17
cf,20201102,0.23
cf,20201109,0.36
cf,20201116,0.72
cf,20201123,0.67
cf,20201130,0.27
cf,20201207,0.23
cf,20201214,0.48
cf,20201221,0.34
cf,20201228,0.53
cf,20210104,0.53
cg,20200316,
cg,20200323,0.07
cg,20200330,0.33
cg,20200406,0.76
cg,20200413,0.95
cg,20200420,2.14
cg,20200427,2.42
cg,20200504,1.28
cg,20200511,1.62
cg,20200518,3.4
cg,20200525,3.72
cg,20200601,3.7
cg,20200608,3.64
cg,20200615,3.12
cg,20200622,6.13
cg,20200629,8.66
cg,20200706,10.11
cg,20200713,15.95
cg,20200720,20.0
cg,20200727,17.38
cg,20200803,14.01
cg,20200810,11.63
cg,20200817,8.33
cg,20200824,3.46
cg,20200831,2.68
cg,20200907,14.46
cg,20200914,17.75
cg,20200921,6.65
cg,20200928,1.38
cg,20201005,1.91
cg,20201012,2.04
cg,20201019,1.25
cg,20201026,2.51
cg,20201102,2.49
cg,20201109,2.34
cg,20201116,1.65
cg,20201123,4.7
cg,20201130,7.34
cg,20201207,2.64
cg,20201214,7.92
cg,20201221,7.92
cg,20201228,6.9
cg,20210104,16.86
ch,20200106,
ch,20200113,0
ch,20200120,0
ch,20200127,0
ch,20200203,0
ch,20200210,0
ch,20200217,0
ch,20200224,0
ch,20200302,0.28
ch,20200309,3.89
ch,20200316,25.47
ch,20200323,77.7
ch,20200330,141.31
ch,20200406,164.44
ch,20200413,128.11
ch,20200420,77.66
ch,20200427,43.98
ch,20200504,25.33
ch,20200511,14.56
ch,20200518,7.98
ch,20200525,5.04
ch,20200601,3.22
ch,20200608,2.68
ch,20200615,2.98
ch,20200622,3.83
ch,20200629,5.85
ch,20200706,11.41
ch,20200713,14.79
ch,20200720,15.45
ch,20200727,17.87
ch,20200803,22.9
ch,20200810,25.62
ch,20200817,30.08
ch,20200824,38.48
ch,20200831,45.35
ch,20200907,52.56
ch,20200914,60.41
ch,20200921,57.09
ch,20200928,56.13
ch,20201005,59.59
ch,20201012,97.91
ch,20201019,235.93
ch,20201026,504.33
ch,20201102,928.15
ch,20201109,1262.06
ch,20201116,1199.11
ch,20201123,916.65
ch,20201130,711.93
ch,20201207,627.51
ch,20201214,647.34
ch,20201221,516.05
ch,20201228,748.05
ch,20210104,848.09
ci,20200316,
ci,20200323,0.1
ci,20200330,0.63
ci,20200406,0.92
ci,20200413,1.59
ci,20200420,2.28
ci,20200427,2.24
ci,20200504,2.14
ci,20200511,2.14
ci,20200518,2.76
ci,20200525,2.63
ci,20200601,2.82
ci,20200608,5.3
ci,20200615,8.75
ci,20200622,14.59
ci,20200629,15.01
ci,20200706,12.75
ci,20200713,14.86
ci,20200720,13.01
ci,20200727,11.0
ci,20200803,8.02
ci,20200810,4.35
ci,20200817,3.28
ci,20200824,2.94
ci,20200831,3.59
ci,20200907,4.34
ci,20200914,4.14
ci,20200921,2.85
ci,20200928,2.4
ci,20201005,2.19
ci,20201012,2.04
ci,20201019,1.71
ci,20201026,1.23
ci,20201102,1.53
ci,20201109,1.41
ci,20201116,1.01
ci,20201123,1.19
ci,20201130,1.3
ci,20201207,1.35
ci,20201214,1.44
ci,20201221,1.68
ci,20201228,1.93
ci,20210104,2.84
cl,20200309,
cl,20200316,0.4
cl,20200323,3.28
cl,20200330,10.89
cl,20200406,20.26
cl,20200413,26.77
cl,20200420,29.64
cl,20200427,32.28
cl,20200504,50.52
cl,20200511,81.97
cl,20200518,127.26
cl,20200525,212.3
cl,20200601,294.99
cl,20200608,343.22
cl,20200615,393.65
cl,20200622,570.94
cl,20200629,515.45
cl,20200706,280.59
cl,20200713,227.2
cl,20200720,186.78
cl,20200727,162.25
cl,20200803,151.97
cl,20200810,143.87
cl,20200817,138.32
cl,20200824,129.85
cl,20200831,126.78
cl,20200907,131.09
cl,20200914,130.72
cl,20200921,125.39
cl,20200928,122.17
cl,20201005,126.13
cl,20201012,123.84
cl,20201019,113.87
cl,20201026,109.18
cl,20201102,106.08
cl,20201109,102.86
cl,20201116,102.41
cl,20201123,100.69
cl,20201130,101.08
cl,20201207,104.17
cl,20201214,113.39
cl,20201221,143.02
cl,20201228,158.87
cl,20210104,162.0
cm,20200309,
cm,20200316,0.02
cm,20200323,0.1
cm,20200330,0.37
cm,20200406,2.41
cm,20200413,2.79
cm,20200420,1.41
cm,20200427,3.1
cm,20200504,4.1
cm,20200511,3.7
cm,20200518,4.7
cm,20200525,8.93
cm,20200601,10.09
cm,20200608,11.66
cm,20200615,15.3
cm,20200622,14.31
cm,20200629,10.54
cm,20200706,8.12
cm,20200713,9.97
cm,20200720,9.45
cm,20200727,5.93
cm,20200803,4.24
cm,20200810,5.16
cm,20200817,4.69
cm,20200824,2.78
cm,20200831,2.6
cm,20200907,3.25
cm,20200914,3.96
cm,20200921,3.2
cm,20200928,2.2
cm,20201005,1.91
cm,20201012,1.81
cm,20201019,2.0
cm,20201026,1.42
cm,20201102,1.36
cm,20201109,3.29
cm,20201116,3.47
cm,20201123,4.28
cm,20201130,5.51
cm,20201207,4.73
cm,20201214,4.8
cm,20201221,4.24
cm,20201228,3.55
cm,20210104,3.86
cn,20200106,
cn,20200113,0.0
cn,20200120,0.01
cn,20200127,0.19
cn,20200203,1.18
cn,20200210,2.61
cn,20200217,3.72
cn,20200224,2.58
cn,20200302,0.66
cn,20200309,0.25
cn,20200316,0.06
cn,20200323,0.04
cn,20200330,0.08
cn,20200406,0.08
cn,20200413,0.07
cn,20200420,0.08
cn,20200427,0.05
cn,20200504,0.01
cn,20200511,0.01
cn,20200518,0.01
cn,20200525,0.01
cn,20200601,0.01
cn,20200608,0.01
cn,20200615,0.01
cn,20200622,0.03
cn,20200629,0.03
cn,20200706,0.02
cn,20200713,0.03
cn,20200720,0.05
cn,20200727,0.1
cn,20200803,0.17
cn,20200810,0.16
cn,20200817,0.1
cn,20200824,0.06
cn,20200831,0.04
cn,20200907,0.03
cn,20200914,0.02
cn,20200921,0.02
cn,20200928,0.02
cn,20201005,0.02
cn,20201012,0.02
cn,20201019,0.02
cn,20201026,0.02
cn,20201102,0.03
cn,20201109,0.03
cn,20201116,0.02
cn,20201123,0.01
cn,20201130,0.01
cn,20201207,0.01
cn,20201214,0.01
cn,20201221,0.22
cn,20201228,0.23
cn,20210104,0.08
co,20200316,
co,20200323,0.47
co,20200330,1.31
co,20200406,2.48
co,20200413,4.12
co,20200420,4.58
co,20200427,5.17
co,20200504,7.7
co,20200511,11.29
co,20200518,15.71
co,20200525,20.09
co,20200601,27.43
co,20200608,35.88
co,20200615,42.82
co,20200622,58.44
co,20200629,81.11
co,20200706,96.26
co,20200713,116.56
co,20200720,159.25
co,20200727,195.73
co,20200803,239.12
co,20200810,275.14
co,20200817,299.33
co,20200824,305.26
co,20200831,277.33
co,20200907,249.06
co,20200914,215.3
co,20200921,195.78
co,20200928,192.17
co,20201005,178.74
co,20201012,195.19
co,20201019,207.63
co,20201026,207.73
co,20201102,245.83
co,20201109,254.28
co,20201116,229.29
co,20201123,207.65
co,20201130,217.78
co,20201207,243.72
co,20201214,233.21
co,20201221,291.95
co,20201228,353.67
co,20210104,313.38
cr,20200309,
cr,20200316,0.69
cr,20200323,2.56
cr,20200330,5.53
cr,20200406,6.34
cr,20200413,5.57
cr,20200420,4.08
cr,20200427,1.98
cr,20200504,1.57
cr,20200511,1.92
cr,20200518,2.46
cr,20200525,2.73
cr,20200601,3.82
cr,20200608,7.69
cr,20200615,13.06
cr,20200622,17.73
cr,20200629,28.03
cr,20200706,55.14
cr,20200713,88.48
cr,20200720,121.21
cr,20200727,151.22
cr,20200803,155.74
cr,20200810,159.62
cr,20200817,188.01
cr,20200824,208.69
cr,20200831,222.56
cr,20200907,259.53
cr,20200914,312.13
cr,20200921,332.68
cr,20200928,328.77
cr,20201005,306.48
cr,20201012,304.9
cr,20201019,323.56
cr,20201026,310.03
cr,20201102,286.42
cr,20201109,263.0
cr,20201116,262.54
cr,20201123,258.64
cr,20201130,274.79
cr,20201207,282.65
cr,20201214,318.49
cr,20201221,321.11
cr,20201228,249.49
cr,20210104,248.5
cu,20200323,
cu,20200330,1.23
cu,20200406,2.51
cu,20200413,4.68
cu,20200420,6.31
cu,20200427,6.18
cu,20200504,5.42
cu,20200511,3.5
cu,20200518,1.97
cu,20200525,1.54
cu,20200601,1.53
cu,20200608,2.21
cu,20200615,1.79
cu,20200622,1.07
cu,20200629,0.74
cu,20200706,0.53
cu,20200713,0.83
cu,20200720,0.65
cu,20200727,0.61
cu,20200803,1.76
cu,20200810,4.04
cu,20200817,5.91
cu,20200824,6.43
cu,20200831,5.8
cu,20200907,5.53
cu,20200914,6.27
cu,20200921,6.9
cu,20200928,6.82
cu,20201005,6.34
cu,20201012,4.6
cu,20201019,3.63
cu,20201026,5.19
cu,20201102,6.31
cu,20201109,6.45
cu,20201116,5.78
cu,20201123,4.84
cu,20201130,5.67
cu,20201207,8.26
cu,20201214,10.5
cu,20201221,12.88
cu,20201228,17.74
cu,20210104,22.04
cv,20200323,
cv,20200330,0.91
cv,20200406,0.73
cv,20200413,0.91
cv,20200420,9.82
cv,20200427,17.46
cv,20200504,18.91
cv,20200511,25.46
cv,20200518,29.64
cv,20200525,24.37
cv,20200601,19.46
cv,20200608,31.64
cv,20200615,57.28
cv,20200622,61.1
cv,20200629,73.64
cv,20200706,102.01
cv,20200713,98.74
cv,20200720,107.65
cv,20200727,110.74
cv,20200803,91.65
cv,20200810,100.19
cv,20200817,114.92
cv,20200824,118.38
cv,20200831,122.38
cv,20200907,149.29
cv,20200914,174.75
cv,20200921,168.57
cv,20200928,174.2
cv,20201005,200.57
cv,20201012,236.57
cv,20201019,253.12
cv,20201026,240.76
cv,20201102,199.3
cv,20201109,176.93
cv,20201116,177.11
cv,20201123,164.93
cv,20201130,128.01
cv,20201207,143.11
cv,20201214,151.11
cv,20201221,93.83
cv,20201228,66.55
cv,20210104,62.01
cw,20200330,
cw,20200406,6.73
cw,20200413,3.06
cw,20200420,1.84
cw,20200427,1.22
cw,20200504,1.22
cw,20200511,0
cw,20200518,0
cw,20200525,0.61
cw,20200601,1.84
cw,20200608,2.45
cw,20200615,1.84
cw,20200622,1.22
cw,20200629,1.22
cw,20200706,1.22
cw,20200713,0.61
cw,20200720,1.84
cw,20200727,2.45
cw,20200803,0.61
cw,20200810,1.22
cw,20200817,3.06
cw,20200824,7.34
cw,20200831,14.07
cw,20200907,29.98
cw,20200914,61.19
cw,20200921,107.7
cw,20200928,124.22
cw,20201005,112.59
cw,20201012,136.46
cw,20201019,178.68
cw,20201026,168.27
cw,20201102,148.69
cw,20201109,146.25
cw,20201116,216.0
cw,20201123,398.96
cw,20201130,626.59
cw,20201207,848.72
cw,20201214,771.01
cw,20201221,512.78
cw,20201228,322.48
cw,20210104,209.88
cy,20200316,
cy,20200323,10.85
cy,20200330,21.01
cy,20200406,40.07
cy,20200413,47.84
cy,20200420,36.65
cy,20200427,21.01
cy,20200504,11.99
cy,20200511,9.25
cy,20200518,5.02
cy,20200525,4.22
cy,20200601,3.2
cy,20200608,3.31
cy,20200615,4.45
cy,20200622,2.51
cy,20200629,1.26
cy,20200706,1.94
cy,20200713,3.08
cy,20200720,4.0
cy,20200727,4.11
cy,20200803,12.79
cy,20200810,21.12
cy,20200817,20.78
cy,20200824,20.44
cy,20200831,17.7
cy,20200907,10.05
cy,20200914,4.45
cy,20200921,10.39
cy,20200928,19.41
cy,20201005,25.57
cy,20201012,33.11
cy,20201019,93.62
cy,20201026,177.99
cy,20201102,219.09
cy,20201109,278.8
cy,20201116,298.55
cy,20201123,303.23
cy,20201130,365.91
cy,20201207,434.75
cy,20201214,538.65
cy,20201221,597.9
cy,20201228,520.15
cy,20210104,717.66
cz,20200106,
cz,20200113,0
cz,20200120,0
cz,20200127,0
cz,20200203,0
cz,20200210,0
cz,20200217,0
cz,20200224,0
cz,20200302,0.03
cz,20200309,0.3
cz,20200316,2.77
cz,20200323,10.64
cz,20200330,23.77
cz,20200406,32.13
cz,20200413,29.69
cz,20200420,20.66
cz,20200427,13.27
cz,20200504,9.33
cz,20200511,6.75
cz,20200518,6.52
cz,20200525,7.83
cz,20200601,7.49
cz,20200608,6.3
cz,20200615,7.05
cz,20200622,8.17
cz,20200629,14.83
cz,20200706,18.94
cz,20200713,14.75
cz,20200720,13.43
cz,20200727,20.19
cz,20200803,26.81
cz,20200810,28.46
cz,20200817,30.16
cz,20200824,33.5
cz,20200831,40.89
cz,20200907,58.53
cz,20200914,111.0
cz,20200921,197.98
cz,20200928,266.76
cz,20201005,311.8
cz,20201012,493.09
cz,20201019,858.6
cz,20201026,1323.85
cz,20201102,1575.23
cz,20201109,1471.68
cz,20201116,1112.43
cz,20201123,727.1
cz,20201130,559.7
cz,20201207,512.4
cz,20201214,576.12
cz,20201221,757.67
cz,20201228,875.71
cz,20210104,1119.19
de,20200106,
de,20200113,0
de,20200120,0
de,20200127,0
de,20200203,0.01
de,20200210,0.02
de,20200217,0.01
de,20200224,0.0
de,20200302,0.14
de,20200309,1.07
de,20200316,5.67
de,20200323,28.75
de,20200330,63.19
de,20200406,85.06
de,20200413,79.16
de,20200420,55.75
de,20200427,38.76
de,20200504,25.9
de,20200511,17.32
de,20200518,13.88
de,20200525,10.83
de,20200601,8.57
de,20200608,6.77
de,20200615,5.6
de,20200622,7.43
de,20200629,8.79
de,20200706,7.46
de,20200713,6.27
de,20200720,6.35
de,20200727,8.01
de,20200803,10.33
de,20200810,12.91
de,20200817,16.4
de,20200824,20.78
de,20200831,22.12
de,20200907,20.75
de,20200914,21.65
de,20200921,25.94
de,20200928,30.09
de,20201005,34.07
de,20201012,48.18
de,20201019,79.11
de,20201026,135.55
de,20201102,215.29
de,20201109,281.86
de,20201116,308.72
de,20201123,309.89
de,20201130,304.2
de,20201207,306.58
de,20201214,341.14
de,20201221,393.88
de,20201228,379.14
de,20210104,319.04
dj,20200323,
dj,20200330,1.95
dj,20200406,5.96
dj,20200413,20.03
dj,20200420,80.84
dj,20200427,83.1
dj,20200504,27.32
dj,20200511,19.21
dj,20200518,29.68
dj,20200525,108.88
dj,20200601,200.6
dj,20200608,198.96
dj,20200615,114.12
dj,20200622,38.52
dj,20200629,18.28
dj,20200706,21.57
dj,20200713,33.79
dj,20200720,22.49
dj,20200727,8.01
dj,20200803,15.41
dj,20200810,30.2
dj,20200817,21.36
dj,20200824,3.9
dj,20200831,1.64
dj,20200907,0.62
dj,20200914,1.03
dj,20200921,1.54
dj,20200928,1.44
dj,20201005,1.64
dj,20201012,1.44
dj,20201019,4.11
dj,20201026,11.61
dj,20201102,10.68
dj,20201109,7.4
dj,20201116,8.83
dj,20201123,6.16
dj,20201130,2.88
dj,20201207,3.39
dj,20201214,5.24
dj,20201221,8.22
dj,20201228,8.73
dj,20210104,6.27
dk,20200106,
dk,20200113,0
dk,20200120,0
dk,20200127,0
dk,20200203,0
dk,20200210,0
dk,20200217,0
dk,20200224,0
dk,20200302,0.07
dk,20200309,0.65
dk,20200316,15.0
dk,20200323,23.37
dk,20200330,26.18
dk,20200406,51.22
dk,20200413,65.09
dk,20200420,51.93
dk,20200427,41.35
dk,20200504,36.84
dk,20200511,31.93
dk,20200518,24.18
dk,20200525,16.03
dk,20200601,12.78
dk,20200608,10.13
dk,20200615,9.03
dk,20200622,7.63
dk,20200629,8.3
dk,20200706,7.6
dk,20200713,4.67
dk,20200720,5.87
dk,20200727,8.47
dk,20200803,10.61
dk,20200810,17.29
dk,20200817,31.48
dk,20200824,29.02
dk,20200831,18.65
dk,20200907,24.46
dk,20200914,43.33
dk,20200921,74.06
dk,20200928,127.81
dk,20201005,134.91
dk,20201012,99.64
dk,20201019,98.38
dk,20201026,136.65
dk,20201102,205.08
dk,20201109,254.3
dk,20201116,255.54
dk,20201123,264.62
dk,20201130,296.52
dk,20201207,346.5
dk,20201214,523.69
dk,20201221,754.92
dk,20201228,793.44
dk,20210104,590.36
dm,20200323,
dm,20200330,15.32
dm,20200406,18.1
dm,20200413,6.96
dm,20200420,2.79
dm,20200427,0
dm,20200504,0
dm,20200511,0
dm,20200518,0
dm,20200525,0
dm,20200601,0
dm,20200608,2.79
dm,20200615,2.79
dm,20200622,0
dm,20200629,0
dm,20200706,0
dm,20200713,0
dm,20200720,0
dm,20200727,0
dm,20200803,0
dm,20200810,0
dm,20200817,0
dm,20200824,1.39
dm,20200831,2.79
dm,20200907,1.39
dm,20200914,5.57
dm,20200921,5.57
dm,20200928,0
dm,20201005,9.75
dm,20201012,11.14
dm,20201019,2.79
dm,20201026,8.36
dm,20201102,12.53
dm,20201109,5.57
dm,20201116,36.21
dm,20201123,48.74
dm,20201130,23.67
dm,20201207,11.14
dm,20201214,4.18
dm,20201221,9.75
dm,20201228,5.57
dm,20210104,5.57
do,20200106,
do,20200113,0
do,20200120,0
do,20200127,0
do,20200203,0
do,20200210,0
do,20200217,0
do,20200224,0
do,20200302,0.01
do,20200309,0.02
do,20200316,0.09
do,20200323,1.86
do,20200330,7.9
do,20200406,14.37
do,20200413,19.63
do,20200420,27.33
do,20200427,29.5
do,20200504,30.49
do,20200511,39.22
do,20200518,40.6
do,20200525,37.95
do,20200601,46.29
do,20200608,48.22
do,20200615,52.86
do,20200622,65.9
do,20200629,78.32
do,20200706,100.08
do,20200713,122.54
do,20200720,143.68
do,20200727,171.12
do,20200803,180.54
do,20200810,156.66
do,20200817,130.98
do,20200824,106.43
do,20200831,73.86
do,20200907,76.1
do,20200914,87.71
do,20200921,83.4
do,20200928,71.94
do,20201005,57.65
do,20201012,66.03
do,20201019,63.94
do,20201026,56.34
do,20201102,55.73
do,20201109,52.66
do,20201116,59.52
do,20201123,76.62
do,20201130,90.78
do,20201207,93.52
do,20201214,104.47
do,20201221,117.32
do,20201228,118.38
do,20210104,114.34
dz,20200106,
dz,20200113,0
dz,20200120,0
dz,20200127,0
dz,20200203,0
dz,20200210,0
dz,20200217,0
dz,20200224,0
dz,20200302,0.01
dz,20200309,0.05
dz,20200316,0.1
dz,20200323,0.42
dz,20200330,1.08
dz,20200406,2.6
dz,20200413,3.26
dz,20200420,3.04
dz,20200427,3.41
dz,20200504,4.29
dz,20200511,5.44
dz,20200518,5.91
dz,20200525,6.0
dz,20200601,5.52
dz,20200608,4.29
dz,20200615,3.54
dz,20200622,3.76
dz,20200629,5.47
dz,20200706,9.69
dz,20200713,13.76
dz,20200720,16.59
dz,20200727,18.96
dz,20200803,19.47
dz,20200810,18.25
dz,20200817,16.53
dz,20200824,14.51
dz,20200831,12.92
dz,20200907,11.39
dz,20200914,9.54
dz,20200921,8.04
dz,20200928,6.53
dz,20201005,5.37
dz,20201012,4.66
dz,20201019,5.26
dz,20201026,7.13
dz,20201102,8.99
dz,20201109,13.72
dz,20201116,21.85
dz,20201123,29.76
dz,20201130,33.78
dz,20201207,31.1
dz,20201214,22.95
dz,20201221,16.15
dz,20201228,15.17
dz,20210104,12.09
ec,20200106,
ec,20200113,0
ec,20200120,0
ec,20200127,0
ec,20200203,0
ec,20200210,0
ec,20200217,0
ec,20200224,0
ec,20200302,0.03
ec,20200309,0.08
ec,20200316,0.18
ec,20200323,4.46
ec,20200330,10.67
ec,20200406,16.44
ec,20200413,32.09
ec,20200420,33.51
ec,20200427,87.79
ec,20200504,115.52
ec,20200511,39.37
ec,20200518,20.97
ec,20200525,41.42
ec,20200601,34.05
ec,20200608,36.63
ec,20200615,44.05
ec,20200622,43.28
ec,20200629,48.95
ec,20200706,65.14
ec,20200713,72.61
ec,20200720,69.39
ec,20200727,73.81
ec,20200803,72.01
ec,20200810,79.23
ec,20200817,86.44
ec,20200824,76.61
ec,20200831,69.68
ec,20200907,11.6
ec,20200914,28.47
ec,20200921,95.75
ec,20200928,92.97
ec,20201005,84.12
ec,20201012,70.72
ec,20201019,70.54
ec,20201026,84.05
ec,20201102,91.55
ec,20201109,76.39
ec,20201116,63.9
ec,20201123,61.79
ec,20201130,68.05
ec,20201207,71.11
ec,20201214,57.52
ec,20201221,47.95
ec,20201228,44.02
ec,20210104,47.69
ee,20200106,
ee,20200113,0
ee,20200120,0
ee,20200127,0
ee,20200203,0
ee,20200210,0
ee,20200217,0
ee,20200224,0
ee,20200302,0.08
ee,20200309,0.75
ee,20200316,12.83
ee,20200323,23.85
ee,20200330,38.34
ee,20200406,58.2
ee,20200413,47.55
ee,20200420,32.53
ee,20200427,25.21
ee,20200504,12.98
ee,20200511,7.25
ee,20200518,5.59
ee,20200525,6.34
ee,20200601,7.17
ee,20200608,8.76
ee,20200615,7.85
ee,20200622,3.17
ee,20200629,1.06
ee,20200706,0.91
ee,20200713,2.04
ee,20200720,2.11
ee,20200727,1.51
ee,20200803,4.38
ee,20200810,8.91
ee,20200817,8.38
ee,20200824,9.06
ee,20200831,13.81
ee,20200907,18.34
ee,20200914,22.87
ee,20200921,30.87
ee,20200928,39.55
ee,20201005,51.55
ee,20201012,50.2
ee,20201019,35.55
ee,20201026,41.21
ee,20201102,68.46
ee,20201109,129.38
ee,20201116,200.18
ee,20201123,271.66
ee,20201130,333.25
ee,20201207,396.58
ee,20201214,453.12
ee,20201221,514.48
ee,20201228,585.21
ee,20210104,583.25
eg,20200106,
eg,20200113,0
eg,20200120,0
eg,20200127,0
eg,20200203,0
eg,20200210,0
eg,20200217,0.0
eg,20200224,0.0
eg,20200302,0.0
eg,20200309,0.05
eg,20200316,0.11
eg,20200323,0.24
eg,20200330,0.46
eg,20200406,0.77
eg,20200413,1.48
eg,20200420,2.07
eg,20200427,2.25
eg,20200504,3.31
eg,20200511,5.06
eg,20200518,5.74
eg,20200525,7.83
eg,20200601,12.71
eg,20200608,16.75
eg,20200615,19.54
eg,20200622,21.07
eg,20200629,20.51
eg,20200706,19.94
eg,20200713,16.82
eg,20200720,12.47
