geo_id,day,cases
dk,20200308,8
dk,20200309,7
dk,20200310,75
dk,20200311,151
dk,20200312,252
dk,20200313,160
dk,20200314,128
dk,20200315,23
dk,20200316,48
dk,20200317,57
dk,20200318,92
dk,20200319,91
dk,20200320,36
dk,20200321,104
dk,20200322,71
dk,20200323,69
dk,20200324,65
dk,20200325,131
dk,20200326,133
dk,20200327,153
dk,20200328,169
dk,20200329,155
dk,20200330,194
dk,20200331,182
dk,20200401,283
dk,20200402,247
dk,20200403,279
dk,20200404,371
dk,20200405,320
dk,20200406,292
dk,20200407,312
dk,20200408,390
dk,20200409,331
dk,20200410,233
dk,20200411,184
dk,20200412,177
dk,20200413,178
dk,20200414,144
dk,20200415,193
dk,20200416,170
dk,20200417,198
dk,20200418,194
dk,20200419,169
dk,20200420,142
dk,20200421,131
dk,20200422,180
dk,20200423,217
dk,20200424,161
dk,20200425,137
dk,20200426,235
dk,20200427,130
dk,20200428,123
dk,20200429,153
dk,20200430,157
dk,20200501,150
dk,20200502,153
dk,20200503,96
dk,20200504,116
dk,20200505,147
dk,20200506,151
dk,20200507,162
dk,20200508,100
dk,20200509,135
dk,20200510,101
dk,20200511,110
dk,20200512,84
dk,20200513,78
dk,20200514,76
dk,20200515,46
dk,20200516,78
dk,20200517,67
dk,20200518,69
dk,20200519,41
dk,20200520,76
dk,20200521,73
dk,20200522,65
dk,20200523,48
dk,20200524,59
dk,20200525,71
dk,20200526,27
dk,20200527,41
dk,20200528,52
dk,20200529,32
dk,20200530,81
dk,20200531,40
dk,20200601,36
dk,20200602,30
dk,20200603,35
dk,20200604,37
dk,20200605,40
dk,20200606,64
dk,20200607,49
dk,20200608,24
dk,20200609,14
dk,20200610,39
dk,20200611,15
dk,20200612,19
dk,20200613,64
dk,20200614,40
dk,20200615,54
dk,20200616,24
dk,20200617,33
dk,20200618,44
dk,20200619,50
dk,20200620,47
dk,20200621,0
dk,20200622,0
dk,20200623,136
dk,20200624,34
dk,20200625,54
dk,20200626,21
dk,20200627,39
dk,20200628,0
dk,20200629,0
dk,20200630,76
dk,20200701,17
dk,20200702,26
dk,20200703,21
dk,20200704,17
dk,20200705,0
dk,20200706,0
dk,20200707,46
dk,20200708,10
dk,20200709,12
dk,20200710,16
dk,20200711,30
dk,20200712,0
dk,20200713,0
dk,20200714,91
dk,20200715,24
dk,20200716,31
dk,20200717,32
dk,20200718,49
dk,20200719,0
dk,20200720,0
dk,20200721,89
dk,20200722,40
dk,20200723,48
dk,20200724,40
dk,20200725,48
dk,20200726,0
dk,20200727,0
dk,20200728,109
dk,20200729,30
dk,20200730,57
dk,20200731,91
dk,20200801,64
dk,20200802,0
dk,20200803,0
dk,20200804,207
dk,20200805,77
dk,20200806,112
dk,20200807,121
dk,20200808,136
dk,20200809,0
dk,20200810,0
dk,20200811,373
dk,20200812,144
dk,20200813,111
dk,20200814,144
dk,20200815,165
dk,20200816,104
dk,20200817,134
dk,20200818,123
dk,20200819,115
dk,20200820,85
dk,20200821,116
dk,20200822,71
dk,20200823,0
dk,20200824,0
dk,20200825,270
dk,20200826,83
dk,20200827,57
dk,20200828,90
dk,20200829,73
dm,20200323,1
dm,20200324,0
dm,20200325,1
dm,20200326,5
dm,20200327,4
dm,20200328,0
dm,20200329,0
dm,20200330,0
dm,20200331,0
dm,20200401,0
dm,20200402,1
dm,20200403,0
dm,20200404,2
dm,20200405,0
dm,20200406,0
dm,20200407,1
dm,20200408,0
dm,20200409,0
dm,20200410,1
dm,20200411,0
dm,20200412,0
dm,20200413,0
dm,20200414,0
dm,20200415,0
dm,20200416,0
dm,20200417,0
dm,20200418,0
dm,20200419,0
dm,20200420,0
dm,20200421,0
dm,20200422,0
dm,20200423,0
dm,20200424,0
dm,20200425,0
dm,20200426,0
dm,20200427,0
dm,20200428,0
dm,20200429,0
dm,20200430,0
dm,20200501,0
dm,20200502,0
dm,20200503,0
dm,20200504,0
dm,20200505,0
dm,20200506,0
dm,20200507,0
dm,20200508,0
dm,20200509,0
dm,20200510,0
dm,20200511,0
dm,20200512,0
dm,20200513,0
dm,20200514,0
dm,20200515,0
dm,20200516,0
dm,20200517,0
dm,20200518,0
dm,20200519,0
dm,20200520,0
dm,20200521,0
dm,20200522,0
dm,20200523,0
dm,20200524,0
dm,20200525,0
dm,20200526,0
dm,20200527,0
dm,20200528,0
dm,20200529,0
dm,20200530,0
dm,20200531,0
dm,20200601,0
dm,20200602,2
dm,20200603,0
dm,20200604,0
dm,20200605,0
dm,20200606,0
dm,20200607,0
dm,20200608,0
dm,20200609,0
dm,20200610,0
dm,20200611,0
dm,20200612,0
dm,20200613,0
dm,20200614,0
dm,20200615,0
dm,20200616,0
dm,20200617,0
dm,20200618,0
dm,20200619,0
dm,20200620,0
dm,20200621,0
dm,20200622,0
dm,20200623,0
dm,20200624,0
dm,20200625,0
dm,20200626,0
dm,20200627,0
dm,20200628,0
dm,20200629,0
dm,20200630,0
dm,20200701,0
dm,20200702,0
dm,20200703,0
dm,20200704,0
dm,20200705,0
dm,20200706,0
dm,20200707,0
dm,20200708,0
dm,20200709,0
dm,20200710,0
dm,20200711,0
dm,20200712,0
dm,20200713,0
dm,20200714,0
dm,20200715,0
dm,20200716,0
dm,20200717,0
dm,20200718,0
dm,20200719,0
dm,20200720,0
dm,20200721,0
dm,20200722,0
dm,20200723,0
dm,20200724,0
dm,20200725,0
dm,20200726,0
dm,20200727,0
dm,20200728,0
dm,20200729,0
dm,20200730,0
dm,20200731,0
dm,20200801,0
dm,20200802,0
dm,20200803,0
dm,20200804,0
dm,20200805,0
dm,20200806,0
dm,20200807,0
dm,20200808,0
dm,20200809,0
dm,20200810,0
dm,20200811,0
dm,20200812,0
dm,20200813,0
dm,20200814,0
dm,20200815,0
dm,20200816,0
dm,20200817,0
dm,20200818,0
dm,20200819,0
dm,20200820,0
dm,20200821,0
dm,20200822,1
dm,20200823,0
dm,20200824,0
dm,20200825,1
dm,20200826,0
dm,20200827,0
dm,20200828,0
dm,20200829,0
do,20191231,0
do,20200101,0
do,20200102,0
do,20200103,0
do,20200104,0
do,20200105,0
do,20200106,0
do,20200107,0
do,20200108,0
do,20200109,0
do,20200110,0
do,20200111,0
do,20200112,0
do,20200113,0
do,20200114,0
do,20200115,0
do,20200116,0
do,20200117,0
do,20200118,0
do,20200119,0
do,20200120,0
do,20200121,0
do,20200122,0
do,20200123,0
do,20200124,0
do,20200125,0
do,20200126,0
do,20200127,0
do,20200128,0
do,20200129,0
do,20200130,0
do,20200131,0
do,20200201,0
do,20200202,0
do,20200203,0
do,20200204,0
do,20200205,0
do,20200206,0
do,20200207,0
do,20200208,0
do,20200209,0
do,20200210,0
do,20200211,0
do,20200212,0
do,20200213,0
do,20200214,0
do,20200215,0
do,20200216,0
do,20200217,0
do,20200218,0
do,20200219,0
do,20200220,0
do,20200221,0
do,20200222,0
do,20200223,0
do,20200224,0
do,20200225,0
do,20200226,0
do,20200227,0
do,20200228,0
do,20200229,0
do,20200301,0
do,20200302,1
do,20200307,1
do,20200310,3
do,20200314,6
do,20200315,0
do,20200316,0
do,20200317,0
do,20200318,0
do,20200319,10
do,20200320,0
do,20200321,13
do,20200322,78
do,20200323,90
do,20200324,43
do,20200325,67
do,20200326,80
do,20200327,96
do,20200328,93
do,20200329,138
do,20200330,140
do,20200331,42
do,20200401,208
do,20200402,175
do,20200403,96
do,20200404,108
do,20200405,90
do,20200406,167
do,20200407,83
do,20200408,128
do,20200409,155
do,20200410,238
do,20200411,271
do,20200412,139
do,20200413,208
do,20200414,200
do,20200415,119
do,20200416,328
do,20200417,141
do,20200418,371
do,20200419,209
do,20200420,345
do,20200421,284
do,20200422,80
do,20200423,256
do,20200424,243
do,20200425,206
do,20200426,177
do,20200427,209
do,20200428,0
do,20200429,281
do,20200430,236
do,20200501,320
do,20200502,316
do,20200503,290
do,20200504,376
do,20200505,281
do,20200506,245
do,20200507,327
do,20200508,288
do,20200509,281
do,20200510,506
do,20200511,465
do,20200512,287
do,20200513,266
do,20200514,296
do,20200515,124
do,20200516,419
do,20200517,154
do,20200518,421
do,20200519,411
do,20200520,498
do,20200521,254
do,20200522,180
do,20200523,332
do,20200524,433
do,20200525,0
do,20200526,651
do,20200527,191
do,20200528,459
do,20200529,345
do,20200530,463
do,20200531,377
do,20200601,377
do,20200602,287
do,20200603,180
do,20200604,288
do,20200605,279
do,20200606,389
do,20200607,487
do,20200608,405
do,20200609,526
do,20200610,289
do,20200611,393
do,20200612,629
do,20200613,571
do,20200614,564
do,20200615,390
do,20200616,309
do,20200617,415
do,20200618,419
do,20200619,540
do,20200620,423
do,20200621,710
do,20200622,899
do,20200623,693
do,20200624,566
do,20200625,695
do,20200626,510
do,20200627,623
do,20200628,855
do,20200629,754
do,20200630,443
do,20200701,752
do,20200702,819
do,20200703,810
do,20200704,951
do,20200705,1036
do,20200706,1241
do,20200707,703
do,20200708,302
do,20200709,1158
do,20200710,1202
do,20200711,1125
do,20200712,1199
do,20200713,1418
do,20200714,974
do,20200715,799
do,20200716,1366
do,20200717,1072
do,20200718,1370
do,20200719,1406
do,20200720,1336
do,20200721,1101
do,20200722,841
do,20200723,1246
do,20200724,1572
do,20200725,1462
do,20200726,1819
do,20200727,2012
do,20200728,1248
do,20200729,534
do,20200730,1492
do,20200731,1733
do,20200801,1734
do,20200802,1766
do,20200803,828
do,20200804,874
do,20200805,1178
do,20200806,1365
do,20200807,876
do,20200808,1173
do,20200809,1069
do,20200810,954
do,20200811,767
do,20200812,595
do,20200813,1130
do,20200814,910
do,20200815,1354
do,20200816,1057
do,20200817,764
do,20200818,428
do,20200819,386
do,20200820,1004
do,20200821,883
do,20200822,857
do,20200823,694
do,20200824,600
do,20200825,447
do,20200826,609
do,20200827,340
do,20200828,407
do,20200829,426
dz,20191231,0
dz,20200101,0
dz,20200102,0
dz,20200103,0
dz,20200104,0
dz,20200105,0
dz,20200106,0
dz,20200107,0
dz,20200108,0
dz,20200109,0
dz,20200110,0
dz,20200111,0
dz,20200112,0
dz,20200113,0
dz,20200114,0
dz,20200115,0
dz,20200116,0
dz,20200117,0
dz,20200118,0
dz,20200119,0
dz,20200120,0
dz,20200121,0
dz,20200122,0
dz,20200123,0
dz,20200124,0
dz,20200125,0
dz,20200126,0
dz,20200127,0
dz,20200128,0
dz,20200129,0
dz,20200130,0
dz,20200131,0
dz,20200201,0
dz,20200202,0
dz,20200203,0
dz,20200204,0
dz,20200205,0
dz,20200206,0
dz,20200207,0
dz,20200208,0
dz,20200209,0
dz,20200210,0
dz,20200211,0
dz,20200212,0
dz,20200213,0
dz,20200214,0
dz,20200215,0
dz,20200216,0
dz,20200217,0
dz,20200218,0
dz,20200219,0
dz,20200220,0
dz,20200221,0
dz,20200222,0
dz,20200223,0
dz,20200224,0
dz,20200225,0
dz,20200226,1
dz,20200227,0
dz,20200228,0
dz,20200229,0
dz,20200301,2
dz,20200302,0
dz,20200304,2
dz,20200305,7
dz,20200306,5
dz,20200309,3
dz,20200312,0
dz,20200313,5
dz,20200314,1
dz,20200315,11
dz,20200316,11
dz,20200317,10
dz,20200318,2
dz,20200319,12
dz,20200320,18
dz,20200321,12
dz,20200322,37
dz,20200323,62
dz,20200324,29
dz,20200325,34
dz,20200326,38
dz,20200327,65
dz,20200328,42
dz,20200329,45
dz,20200330,57
dz,20200331,73
dz,20200401,132
dz,20200402,131
dz,20200403,139
dz,20200404,185
dz,20200405,80
dz,20200406,69
dz,20200407,103
dz,20200408,45
dz,20200409,104
dz,20200410,94
dz,20200411,95
dz,20200412,64
dz,20200413,89
dz,20200414,69
dz,20200415,87
dz,20200416,90
dz,20200417,108
dz,20200418,150
dz,20200419,117
dz,20200420,94
dz,20200421,89
dz,20200422,93
dz,20200423,99
dz,20200424,97
dz,20200425,120
dz,20200426,129
dz,20200427,126
dz,20200428,135
dz,20200429,132
dz,20200430,199
dz,20200501,158
dz,20200502,148
dz,20200503,141
dz,20200504,179
dz,20200505,174
dz,20200506,190
dz,20200507,159
dz,20200508,185
dz,20200509,187
dz,20200510,189
dz,20200511,165
dz,20200512,168
dz,20200513,176
dz,20200514,186
dz,20200515,189
dz,20200516,187
dz,20200517,192
dz,20200518,198
dz,20200519,182
dz,20200520,176
dz,20200521,165
dz,20200522,186
dz,20200523,190
dz,20200524,195
dz,20200525,193
dz,20200526,197
dz,20200527,194
dz,20200528,160
dz,20200529,140
dz,20200530,137
dz,20200531,133
dz,20200601,127
dz,20200602,119
dz,20200603,113
dz,20200604,0
dz,20200605,205
dz,20200606,104
dz,20200607,115
dz,20200608,104
dz,20200609,111
dz,20200610,117
dz,20200611,102
dz,20200612,105
dz,20200613,109
dz,20200614,112
dz,20200615,109
dz,20200616,112
dz,20200617,116
dz,20200618,121
dz,20200619,117
dz,20200620,119
dz,20200621,127
dz,20200622,140
dz,20200623,149
dz,20200624,156
dz,20200625,172
dz,20200626,197
dz,20200627,240
dz,20200628,283
dz,20200629,305
dz,20200630,298
dz,20200701,336
dz,20200702,365
dz,20200703,385
dz,20200704,413
dz,20200705,430
dz,20200706,441
dz,20200707,463
dz,20200708,475
dz,20200709,469
dz,20200710,460
dz,20200711,434
dz,20200712,470
dz,20200713,483
dz,20200714,494
dz,20200715,527
dz,20200716,554
dz,20200717,585
dz,20200718,593
dz,20200719,601
dz,20200720,535
dz,20200721,607
dz,20200722,587
dz,20200723,594
dz,20200724,612
dz,20200725,675
dz,20200726,605
dz,20200727,593
dz,20200728,616
dz,20200729,642
dz,20200730,614
dz,20200731,602
dz,20200801,563
dz,20200802,556
dz,20200803,515
dz,20200804,507
dz,20200805,532
dz,20200806,551
dz,20200807,571
dz,20200808,529
dz,20200809,538
dz,20200810,521
dz,20200811,498
dz,20200812,492
dz,20200813,495
dz,20200814,488
dz,20200815,477
dz,20200816,469
dz,20200817,450
dz,20200818,442
dz,20200819,419
dz,20200820,403
dz,20200821,411
dz,20200822,409
dz,20200823,401
dz,20200824,392
dz,20200825,398
dz,20200826,370
dz,20200827,391
dz,20200828,397
dz,20200829,387
ec,20191231,0
ec,20200101,0
ec,20200102,0
ec,20200103,0
ec,20200104,0
ec,20200105,0
ec,20200106,0
ec,20200107,0
ec,20200108,0
ec,20200109,0
ec,20200110,0
ec,20200111,0
ec,20200112,0
ec,20200113,0
ec,20200114,0
ec,20200115,0
ec,20200116,0
ec,20200117,0
ec,20200118,0
ec,20200119,0
ec,20200120,0
ec,20200121,0
ec,20200122,0
ec,20200123,0
ec,20200124,0
ec,20200125,0
ec,20200126,0
ec,20200127,0
ec,20200128,0
ec,20200129,0
ec,20200130,0
ec,20200131,0
ec,20200201,0
ec,20200202,0
ec,20200203,0
ec,20200204,0
ec,20200205,0
ec,20200206,0
ec,20200207,0
ec,20200208,0
ec,20200209,0
ec,20200210,0
ec,20200211,0
ec,20200212,0
ec,20200213,0
ec,20200214,0
ec,20200215,0
ec,20200216,0
ec,20200217,0
ec,20200218,0
ec,20200219,0
ec,20200220,0
ec,20200221,0
ec,20200222,0
ec,20200223,0
ec,20200224,0
ec,20200225,0
ec,20200226,0
ec,20200227,0
ec,20200228,0
ec,20200229,0
ec,20200301,1
ec,20200302,5
ec,20200303,1
ec,20200305,3
ec,20200306,3
ec,20200309,1
ec,20200310,1
ec,20200311,2
ec,20200314,6
ec,20200315,5
ec,20200316,9
ec,20200317,21
ec,20200318,53
ec,20200319,57
ec,20200320,31
ec,20200321,227
ec,20200322,106
ec,20200323,257
ec,20200324,192
ec,20200325,101
ec,20200326,129
ec,20200327,192
ec,20200328,224
ec,20200329,208
ec,20200330,55
ec,20200331,76
ec,20200401,336
ec,20200402,456
ec,20200403,405
ec,20200404,205
ec,20200405,97
ec,20200406,181
ec,20200407,101
ec,20200408,248
ec,20200409,455
ec,20200410,515
ec,20200411,2196
ec,20200412,96
ec,20200413,209
ec,20200414,63
ec,20200415,74
ec,20200416,255
ec,20200417,367
ec,20200418,225
ec,20200419,572
ec,20200420,446
ec,20200421,660
ec,20200422,270
ec,20200423,452
ec,20200424,333
ec,20200425,0
ec,20200426,0
ec,20200427,11536
ec,20200428,521
ec,20200429,1018
ec,20200430,417
ec,20200501,259
ec,20200502,1402
ec,20200503,1128
ec,20200504,2074
ec,20200505,2343
ec,20200506,0
ec,20200507,-2461
ec,20200508,878
ec,20200509,-1480
ec,20200510,253
ec,20200511,488
ec,20200512,-50
ec,20200513,910
ec,20200514,67
ec,20200515,16
ec,20200516,965
ec,20200517,1296
ec,20200518,419
ec,20200519,400
ec,20200520,569
ec,20200521,703
ec,20200522,452
ec,20200523,522
ec,20200524,430
ec,20200525,498
ec,20200526,599
ec,20200527,0
ec,20200528,748
ec,20200529,368
ec,20200530,100
ec,20200531,0
ec,20200601,527
ec,20200602,896
ec,20200603,420
ec,20200604,552
ec,20200605,0
ec,20200606,609
ec,20200607,1153
ec,20200608,392
ec,20200609,258
ec,20200610,539
ec,20200611,523
ec,20200612,0
ec,20200613,1338
ec,20200614,578
ec,20200615,395
ec,20200616,571
ec,20200617,621
ec,20200618,547
ec,20200619,607
ec,20200620,634
ec,20200621,452
ec,20200622,457
ec,20200623,0
ec,20200624,1003
ec,20200625,691
ec,20200626,822
ec,20200627,700
ec,20200628,718
ec,20200629,681
ec,20200630,410
ec,20200701,767
ec,20200702,1825
ec,20200703,1211
ec,20200704,1189
ec,20200705,878
ec,20200706,423
ec,20200707,422
ec,20200708,865
ec,20200709,976
ec,20200710,797
ec,20200711,783
ec,20200712,1408
ec,20200713,661
ec,20200714,589
ec,20200715,1111
ec,20200716,759
ec,20200717,1036
ec,20200718,1079
ec,20200719,938
ec,20200720,631
ec,20200721,607
ec,20200722,1597
ec,20200723,1040
ec,20200724,891
ec,20200725,901
ec,20200726,987
ec,20200727,658
ec,20200728,467
ec,20200729,1118
ec,20200730,914
ec,20200731,1177
ec,20200801,985
ec,20200802,877
ec,20200803,292
ec,20200804,517
ec,20200805,922
ec,20200806,903
ec,20200807,1671
ec,20200808,1432
ec,20200809,1603
ec,20200810,887
ec,20200811,242
ec,20200812,862
ec,20200813,1547
ec,20200814,1233
ec,20200815,1066
ec,20200816,1279
ec,20200817,854
ec,20200818,209
ec,20200819,1190
ec,20200820,1534
ec,20200821,1033
ec,20200822,973
ec,20200823,608
ec,20200824,680
ec,20200825,520
ec,20200826,741
ec,20200827,1519
ec,20200828,670
ec,20200829,922
ee,20191231,0
ee,20200101,0
ee,20200102,0
ee,20200103,0
ee,20200104,0
ee,20200105,0
ee,20200106,0
ee,20200107,0
ee,20200108,0
ee,20200109,0
ee,20200110,0
ee,20200111,0
ee,20200112,0
ee,20200113,0
ee,20200114,0
ee,20200115,0
ee,20200116,0
ee,20200117,0
ee,20200118,0
ee,20200119,0
ee,20200120,0
ee,20200121,0
ee,20200122,0
ee,20200123,0
ee,20200124,0
ee,20200125,0
ee,20200126,0
ee,20200127,0
ee,20200128,0
ee,20200129,0
ee,20200130,0
ee,20200131,0
ee,20200201,0
ee,20200202,0
ee,20200203,0
ee,20200204,0
ee,20200205,0
ee,20200206,0
ee,20200207,0
ee,20200208,0
ee,20200209,0
ee,20200210,0
ee,20200211,0
ee,20200212,0
ee,20200213,0
ee,20200214,0
ee,20200215,0
ee,20200216,0
ee,20200217,0
ee,20200218,0
ee,20200219,0
ee,20200220,0
ee,20200221,0
ee,20200222,0
ee,20200223,0
ee,20200224,0
ee,20200225,0
ee,20200226,0
ee,20200227,0
ee,20200228,1
ee,20200229,0
ee,20200301,0
ee,20200302,0
ee,20200304,1
ee,20200306,3
ee,20200307,5
ee,20200311,3
ee,20200312,3
ee,20200313,11
ee,20200314,52
ee,20200315,36
ee,20200316,56
ee,20200317,34
ee,20200318,20
ee,20200319,33
ee,20200320,9
ee,20200321,16
ee,20200322,23
ee,20200323,20
ee,20200324,26
ee,20200325,17
ee,20200326,35
ee,20200327,134
ee,20200328,37
ee,20200329,65
ee,20200330,39
ee,20200331,36
ee,20200401,30
ee,20200402,34
ee,20200403,79
ee,20200404,103
ee,20200405,57
ee,20200406,79
ee,20200407,11
ee,20200408,41
ee,20200409,36
ee,20200410,22
ee,20200411,51
ee,20200412,46
ee,20200413,5
ee,20200414,23
ee,20200415,41
ee,20200416,29
ee,20200417,32
ee,20200418,25
ee,20200419,53
ee,20200420,16
ee,20200421,7
ee,20200422,17
ee,20200423,7
ee,20200424,33
ee,20200425,13
ee,20200426,30
ee,20200427,8
ee,20200428,4
ee,20200429,13
ee,20200430,6
ee,20200501,23
ee,20200502,5
ee,20200503,5
ee,20200504,1
ee,20200505,3
ee,20200506,8
ee,20200507,2
ee,20200508,7
ee,20200509,5
ee,20200510,8
ee,20200511,6
ee,20200512,2
ee,20200513,5
ee,20200514,5
ee,20200515,7
ee,20200516,8
ee,20200517,4
ee,20200518,4
ee,20200519,10
ee,20200520,7
ee,20200521,3
ee,20200522,6
ee,20200523,7
ee,20200524,14
ee,20200525,2
ee,20200526,1
ee,20200527,10
ee,20200528,6
ee,20200529,11
ee,20200530,8
ee,20200531,6
ee,20200601,4
ee,20200602,1
ee,20200603,0
ee,20200604,10
ee,20200605,10
ee,20200606,20
ee,20200607,21
ee,20200608,8
ee,20200609,1
ee,20200610,7
ee,20200611,11
ee,20200612,7
ee,20200613,5
ee,20200614,3
ee,20200615,0
ee,20200616,1
ee,20200617,1
ee,20200618,2
ee,20200619,0
ee,20200620,2
ee,20200621,2
ee,20200622,0
ee,20200623,0
ee,20200624,1
ee,20200625,1
ee,20200626,1
ee,20200627,2
ee,20200628,0
ee,20200629,1
ee,20200630,0
ee,20200701,2
ee,20200702,0
ee,20200703,1
ee,20200704,1
ee,20200705,2
ee,20200706,0
ee,20200707,1
ee,20200708,1
ee,20200709,8
ee,20200710,8
ee,20200711,2
ee,20200712,1
ee,20200713,0
ee,20200714,0
ee,20200715,1
ee,20200716,1
ee,20200717,0
ee,20200718,4
ee,20200719,1
ee,20200720,0
ee,20200721,0
ee,20200722,1
ee,20200723,3
ee,20200724,2
ee,20200725,1
ee,20200726,5
ee,20200727,1
ee,20200728,4
ee,20200729,0
ee,20200730,4
ee,20200731,9
ee,20200801,13
ee,20200802,8
ee,20200803,7
ee,20200804,1
ee,20200805,11
ee,20200806,22
ee,20200807,11
ee,20200808,9
ee,20200809,14
ee,20200810,5
ee,20200811,6
ee,20200812,9
ee,20200813,7
ee,20200814,0
ee,20200815,3
ee,20200816,7
ee,20200817,6
ee,20200818,2
ee,20200819,8
ee,20200820,7
ee,20200821,20
ee,20200822,17
ee,20200823,21
ee,20200824,7
ee,20200825,3
ee,20200826,19
ee,20200827,17
ee,20200828,14
ee,20200829,18
eg,20191231,0
eg,20200101,0
eg,20200102,0
eg,20200103,0
eg,20200104,0
eg,20200105,0
eg,20200106,0
eg,20200107,0
eg,20200108,0
eg,20200109,0
eg,20200110,0
eg,20200111,0
eg,20200112,0
eg,20200113,0
eg,20200114,0
eg,20200115,0
eg,20200116,0
eg,20200117,0
eg,20200118,0
eg,20200119,0
eg,20200120,0
eg,20200121,0
eg,20200122,0
eg,20200123,0
eg,20200124,0
eg,20200125,0
eg,20200126,0
eg,20200127,0
eg,20200128,0
eg,20200129,0
eg,20200130,0
eg,20200131,0
eg,20200201,0
eg,20200202,0
eg,20200203,0
eg,20200204,0
eg,20200205,0
eg,20200206,0
eg,20200207,0
eg,20200208,0
eg,20200209,0
eg,20200210,0
eg,20200211,0
eg,20200212,0
eg,20200213,0
eg,20200214,0
eg,20200215,1
eg,20200216,0
eg,20200217,0
eg,20200218,0
eg,20200219,0
eg,20200220,0
eg,20200221,0
eg,20200222,0
eg,20200223,0
eg,20200224,0
eg,20200225,0
eg,20200226,0
eg,20200227,0
eg,20200228,0
eg,20200229,0
eg,20200301,0
eg,20200302,1
eg,20200306,1
eg,20200307,12
eg,20200309,34
eg,20200310,6
eg,20200311,4
eg,20200312,1
eg,20200313,20
eg,20200314,13
eg,20200315,0
eg,20200316,17
eg,20200317,16
eg,20200318,40
eg,20200319,30
eg,20200320,14
eg,20200321,46
eg,20200322,29
eg,20200323,9
eg,20200324,33
eg,20200325,39
eg,20200326,76
eg,20200327,14
eg,20200328,39
eg,20200329,41
eg,20200330,40
eg,20200331,33
eg,20200401,47
eg,20200402,54
eg,20200403,69
eg,20200404,0
eg,20200405,206
eg,20200406,85
eg,20200407,3
eg,20200408,249
eg,20200409,238
eg,20200410,139
eg,20200411,95
eg,20200412,145
eg,20200413,126
eg,20200414,125
eg,20200415,160
eg,20200416,155
eg,20200417,168
eg,20200418,171
eg,20200419,188
eg,20200420,112
eg,20200421,189
eg,20200422,157
eg,20200423,0
eg,20200424,169
eg,20200425,433
eg,20200426,227
eg,20200427,0
eg,20200428,463
eg,20200429,260
eg,20200430,226
eg,20200501,269
eg,20200502,358
eg,20200503,298
eg,20200504,272
eg,20200505,348
eg,20200506,388
eg,20200507,387
eg,20200508,393
eg,20200509,495
eg,20200510,488
eg,20200511,436
eg,20200512,346
eg,20200513,347
eg,20200514,338
eg,20200515,398
eg,20200516,399
eg,20200517,491
eg,20200518,510
eg,20200519,535
eg,20200520,720
eg,20200521,745
eg,20200522,774
eg,20200523,783
eg,20200524,827
eg,20200525,652
eg,20200526,702
eg,20200527,789
eg,20200528,910
eg,20200529,1127
eg,20200530,1289
eg,20200531,1367
eg,20200601,1536
eg,20200602,1399
eg,20200603,1152
eg,20200604,1079
eg,20200605,1152
eg,20200606,1348
eg,20200607,1497
eg,20200608,1467
eg,20200609,1365
eg,20200610,1385
eg,20200611,1455
eg,20200612,1442
eg,20200613,1578
eg,20200614,1676
eg,20200615,1618
eg,20200616,1691
eg,20200617,1567
eg,20200618,1363
eg,20200619,1218
eg,20200620,1774
eg,20200621,1547
eg,20200622,1475
eg,20200623,1576
eg,20200624,1332
eg,20200625,1420
eg,20200626,1569
eg,20200627,1625
eg,20200628,1168
eg,20200629,1265
eg,20200630,1566
eg,20200701,1557
eg,20200702,1503
eg,20200703,1485
eg,20200704,1412
eg,20200705,1324
eg,20200706,1218
eg,20200707,969
eg,20200708,1057
eg,20200709,1025
eg,20200710,950
eg,20200711,981
eg,20200712,923
eg,20200713,912
eg,20200714,931
eg,20200715,929
eg,20200716,913
eg,20200717,928
eg,20200718,703
eg,20200719,698
eg,20200720,603
eg,20200721,627
eg,20200722,676
eg,20200723,667
eg,20200724,668
eg,20200725,659
eg,20200726,511
eg,20200727,479
eg,20200728,420
eg,20200729,465
eg,20200730,409
eg,20200731,401
eg,20200801,321
eg,20200802,238
eg,20200803,167
eg,20200804,157
eg,20200805,112
eg,20200806,123
eg,20200807,131
eg,20200808,141
eg,20200809,167
eg,20200810,178
eg,20200811,174
eg,20200812,168
eg,20200813,129
eg,20200814,145
eg,20200815,112
eg,20200816,116
eg,20200817,139
eg,20200818,115
eg,20200819,0
eg,20200820,324
eg,20200821,111
eg,20200822,123
eg,20200823,89
eg,20200824,0
eg,20200825,241
eg,20200826,141
eg,20200827,206
eg,20200828,237
eg,20200829,223
eh,20200426,6
eh,20200427,0
eh,20200428,0
eh,20200429,0
eh,20200430,0
eh,20200501,0
eh,20200502,0
eh,20200503,0
eh,20200504,0
eh,20200505,0
eh,20200506,0
eh,20200507,0
eh,20200508,0
eh,20200509,0
eh,20200510,0
eh,20200511,0
eh,20200512,0
eh,20200513,0
eh,20200514,0
eh,20200515,0
eh,20200516,0
eh,20200517,0
eh,20200518,0
eh,20200519,0
eh,20200520,0
eh,20200521,0
eh,20200522,0
eh,20200523,0
eh,20200524,0
eh,20200525,0
eh,20200526,0
eh,20200527,0
eh,20200528,0
eh,20200529,0
eh,20200530,17
eh,20200531,0
eh,20200601,0
eh,20200602,0
eh,20200603,0
eh,20200604,0
eh,20200605,0
eh,20200606,0
eh,20200607,0
eh,20200608,0
eh,20200609,0
eh,20200610,0
